NUMERO,REGION,F4,F5,P32,P33_C,P33_H,P33_S,P33_W,P56,P56_1,P57,P58,P60,FACTOR_TOTAL,P59_A,P59_B,P59_C,P59_D,P59_E,P59_F,P59_G,P59_H,P59_I,P61B_1,P61B_2,P61B_3,P61B_4,P61B_5,P61B_6,P61B_7,P61B_8,P61B_9,P61B_OTRO,P61B_OTRO_COD,P61A_1,P61A_2,P61A_3,P61A_4,P61A_5,P61A_6,P61A_7,P61A_8,P61A_9,P61A_OTRO,P61A_OTRO_COD,anio,tamano_empresa,es_mipyme,sector
1999,1,1,2,1,1,3,3,1,2,3,3,2,,106.48979591836735,,,,,,,,,,1.0,,,,,,,8.0,,,,1.0,2.0,,,,,7.0,,,,,2024,Pequeña,1,Industria
2001,1,2,2,1,2,1,1,1,2,2,3,2,,90.64285714285714,,,,,,,,,,,,,,,,,8.0,,,,,2.0,,4.0,,,7.0,,,,,2024,Pequeña,1,Comercio
2002,1,1,2,3,2,1,2,2,2,4,3,2,,106.48979591836735,,,,,,,,,,1.0,2.0,3.0,4.0,5.0,,7.0,,,,,1.0,2.0,3.0,,5.0,,7.0,,,,,2024,Pequeña,1,Industria
2003,1,3,3,3,2,3,2,2,3,4,3,2,,77.29824561403508,,,,,,,,,,,,,4.0,5.0,,,,,,,,2.0,,,5.0,,7.0,,,,,2024,Mediana,1,Servicios
2004,1,2,2,2,2,2,2,2,2,3,3,2,,90.64285714285714,,,,,,,,,,,2.0,,,5.0,,,,,,,1.0,2.0,,,5.0,,,,,,,2024,Pequeña,1,Comercio
2005,1,2,3,1,2,1,1,1,2,2,3,1,1.0,63.583333333333336,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,,2.0,3.0,4.0,5.0,,7.0,,,,,1.0,2.0,3.0,4.0,5.0,6.0,7.0,,,,,2024,Mediana,1,Comercio
2006,1,2,2,3,3,2,2,1,2,4,3,2,,90.64285714285714,,,,,,,,,,1.0,2.0,,,,,,8.0,,,,1.0,2.0,3.0,4.0,5.0,6.0,7.0,,,,,2024,Pequeña,1,Comercio
2007,1,2,2,2,2,2,2,2,2,2,3,2,,90.64285714285714,,,,,,,,,,1.0,2.0,3.0,4.0,5.0,6.0,7.0,,,,,1.0,2.0,,,5.0,,7.0,,,,,2024,Pequeña,1,Comercio
2008,1,2,2,2,1,1,3,1,2,1,3,1,2.0,90.64285714285714,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,,,7.0,,,,,1.0,,3.0,,5.0,,,,,,,2024,Pequeña,1,Comercio
2009,1,2,2,2,3,2,2,2,2,2,2,1,1.0,90.64285714285714,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,,,5.0,,7.0,,,,,1.0,2.0,,,5.0,,,,,,,2024,Pequeña,1,Comercio
2010,1,1,2,2,4,2,3,3,1,4,3,2,,106.48979591836735,,,,,,,,,,1.0,2.0,,4.0,,,,,,,,1.0,2.0,3.0,,5.0,,,,,,,2024,Pequeña,1,Industria
2011,1,2,4,3,3,1,3,1,2,2,3,2,,58.22222222222222,,,,,,,,,,,2.0,,4.0,,,,,,,,1.0,2.0,,4.0,,6.0,,,,,,2024,Grande,0,Comercio
2012,1,2,2,2,3,2,3,3,3,3,2,2,,90.64285714285714,,,,,,,,,,1.0,,3.0,,5.0,,,,,,,,2.0,,,5.0,6.0,,,,,,2024,Pequeña,1,Comercio
2013,1,2,1,3,3,3,2,1,1,5,3,2,,209.6189111747851,,,,,,,,,,,,,,,6.0,,,,,,,2.0,,4.0,,,,,,,,2024,Micro,1,Comercio
2014,1,2,1,4,2,3,3,1,2,4,2,2,,209.6189111747851,,,,,,,,,,,,,,,6.0,,,,,,1.0,,,,,,,,,,,2024,Micro,1,Comercio
2015,1,2,1,3,3,3,3,1,1,4,2,2,,209.6189111747851,,,,,,,,,,1.0,,,,,,,,,,,,,,,,6.0,7.0,,,,,2024,Micro,1,Comercio
2016,1,2,1,3,1,1,4,1,1,3,3,2,,209.6189111747851,,,,,,,,,,1.0,2.0,3.0,4.0,,,,,,,,,2.0,,,5.0,,,,,,,2024,Micro,1,Comercio
2017,1,2,1,4,4,3,3,2,3,4,3,2,,209.6189111747851,,,,,,,,,,1.0,2.0,,,,,,,,,,1.0,2.0,3.0,,5.0,,,,,,,2024,Micro,1,Comercio
2018,1,2,1,4,4,5,4,3,1,5,2,2,,209.6189111747851,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,5.0,,,,,,,2024,Micro,1,Comercio
2019,1,2,1,3,3,3,4,4,2,4,3,2,,209.6189111747851,,,,,,,,,,1.0,,,4.0,,,,,,,,,,,,5.0,,,,,,,2024,Micro,1,Comercio
2020,1,2,1,3,3,2,4,4,1,5,3,2,,209.6189111747851,,,,,,,,,,,,,,,,,8.0,,,,,,,,5.0,6.0,,,,,,2024,Micro,1,Comercio
2021,1,2,1,3,2,1,1,1,2,4,3,2,,209.6189111747851,,,,,,,,,,,2.0,,4.0,,,,,,,,,2.0,,,,6.0,,,,,,2024,Micro,1,Comercio
2022,1,2,1,4,3,1,3,1,3,3,2,2,,209.6189111747851,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,2024,Micro,1,Comercio
2023,1,2,1,3,3,1,2,3,2,1,3,2,,209.6189111747851,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,7.0,,,,,2024,Micro,1,Comercio
2024,1,1,1,3,4,3,3,3,3,4,2,2,,103.51764705882353,,,,,,,,,,,2.0,,,,,,,,,,,2.0,,,,6.0,,,,,,2024,Micro,1,Industria
2025,1,2,1,4,3,2,3,2,2,1,2,2,,209.6189111747851,,,,,,,,,,1.0,,3.0,,,,,,,,,,,,,5.0,,7.0,,,,,2024,Micro,1,Comercio
2026,1,2,1,3,4,3,3,3,2,1,3,2,,209.6189111747851,,,,,,,,,,1.0,,,,,,,,,,,,,,,5.0,,,,,,,2024,Micro,1,Comercio
2027,1,2,1,3,4,1,3,3,2,3,2,2,,209.6189111747851,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,2024,Micro,1,Comercio
2028,1,2,1,4,3,3,5,3,1,5,2,2,,209.6189111747851,,,,,,,,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,2024,Micro,1,Comercio
2029,1,2,3,4,3,3,3,3,2,4,2,2,,63.583333333333336,,,,,,,,,,,,,4.0,,6.0,,,,,,,,,,,,7.0,,,,,2024,Mediana,1,Comercio
2030,1,2,1,4,3,2,3,1,1,5,2,2,,209.6189111747851,,,,,,,,,,1.0,,,,,,,,,,,1.0,2.0,3.0,4.0,5.0,6.0,7.0,,,,,2024,Micro,1,Comercio
2031,1,1,1,1,4,4,4,4,2,2,3,2,,103.51764705882353,,,,,,,,,,1.0,,,,,,,,,,,,,,,5.0,,,,,,,2024,Micro,1,Industria
2032,1,2,1,4,4,3,3,4,2,3,3,2,,209.6189111747851,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,2024,Micro,1,Comercio
2033,1,2,1,3,3,2,2,2,2,2,2,2,,209.6189111747851,,,,,,,,,,,,,4.0,,,,,,,,1.0,,,,,,,,,,,2024,Micro,1,Comercio
2034,1,2,1,5,5,5,4,4,3,5,2,2,,209.6189111747851,,,,,,,,,,,,,,,,,8.0,,,,,2.0,,,,,,,,,,2024,Micro,1,Comercio
2035,1,2,1,4,3,2,4,1,2,3,3,2,,209.6189111747851,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,90.0,,,2024,Micro,1,Comercio
2036,1,2,1,3,3,1,5,3,2,3,3,1,1.0,209.6189111747851,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,4.0,,,,,,,,1.0,,,,5.0,,,,,,,2024,Micro,1,Comercio
2038,1,2,2,3,3,3,3,3,3,2,3,1,1.0,90.64285714285714,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,,2.0,,,,,,,,,,,2.0,,,,,,,,,,2024,Pequeña,1,Comercio
2039,1,2,2,3,4,3,2,3,3,1,3,2,,90.64285714285714,,,,,,,,,,,2.0,,,,,,,,,,,,,4.0,,,,,,,,2024,Pequeña,1,Comercio
2040,1,1,1,1,1,1,2,1,3,1,3,2,,103.51764705882353,,,,,,,,,,,,,4.0,,,7.0,,,,,,,,,,6.0,,,,,,2024,Micro,1,Industria
2041,1,2,2,3,3,3,3,2,3,4,2,2,,90.64285714285714,,,,,,,,,,,2.0,3.0,,,,,8.0,,,,,2.0,,,,,,,,,,2024,Pequeña,1,Comercio
2042,1,1,1,2,2,2,2,1,3,2,3,2,,103.51764705882353,,,,,,,,,,1.0,2.0,,,,,,,,,,1.0,2.0,,,5.0,,,,,,,2024,Micro,1,Industria
2043,1,1,1,4,3,3,3,3,3,3,2,2,,103.51764705882353,,,,,,,,,,,,3.0,,5.0,,,,,,,,,,,,6.0,,,,,,2024,Micro,1,Industria
2044,1,1,1,3,3,2,3,3,2,1,3,2,,103.51764705882353,,,,,,,,,,,,,,,,7.0,,,,,,2.0,,,,,,,,,,2024,Micro,1,Industria
2045,1,2,1,3,3,2,3,3,2,2,3,1,1.0,209.6189111747851,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,,,,,,,7.0,,,,,1.0,2.0,,,5.0,,,,,,,2024,Micro,1,Comercio
2046,1,1,1,4,4,3,4,2,2,3,2,2,,103.51764705882353,,,,,,,,,,,,3.0,,,,,,,,,,2.0,,,,,,,,,,2024,Micro,1,Industria
2047,1,1,1,3,3,3,3,3,1,4,2,2,,103.51764705882353,,,,,,,,,,,,3.0,,,,,,,,,1.0,2.0,,,,,,,,,,2024,Micro,1,Industria
2048,1,2,1,3,3,2,3,3,2,1,3,2,,209.6189111747851,,,,,,,,,,,,3.0,,,6.0,,,,,,1.0,2.0,,,5.0,,,,,,,2024,Micro,1,Comercio
2049,1,1,1,4,3,1,2,1,2,3,3,2,,103.51764705882353,,,,,,,,,,,,,,,,,8.0,,,,1.0,2.0,3.0,,5.0,6.0,7.0,,,,,2024,Micro,1,Industria
2050,1,1,1,4,3,1,3,1,2,2,2,2,,103.51764705882353,,,,,,,,,,,,,,5.0,,,,,,,1.0,2.0,,4.0,5.0,,,,,,,2024,Micro,1,Industria
2052,1,1,1,4,4,2,3,3,2,2,1,2,,103.51764705882353,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,2024,Micro,1,Industria
2053,1,2,1,4,4,3,4,4,3,1,3,2,,209.6189111747851,,,,,,,,,,,,,,,6.0,7.0,,,,,,2.0,,,,,,,,,,2024,Micro,1,Comercio
2054,1,2,1,3,4,4,3,4,2,3,3,2,,209.6189111747851,,,,,,,,,,,,,,,,,,,no ha tenido necesidad,8.0,,,,,5.0,,,,,,,2024,Micro,1,Comercio
2057,1,3,2,3,3,1,1,1,2,1,3,2,,170.04225352112675,,,,,,,,,,1.0,,,4.0,,,,8.0,,,,,2.0,,,5.0,,7.0,,,,,2024,Pequeña,1,Servicios
2058,1,1,1,3,2,1,3,3,2,5,3,1,1.0,103.51764705882353,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,,,,4.0,,,7.0,,,,,1.0,2.0,,,,,7.0,,,,,2024,Micro,1,Industria
2060,1,1,1,3,4,3,4,3,3,5,1,2,,103.51764705882353,,,,,,,,,,1.0,,3.0,,,6.0,,,,,,1.0,2.0,,,5.0,,,,,,,2024,Micro,1,Industria
2061,1,1,1,3,3,3,2,1,2,4,2,2,,103.51764705882353,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,4.0,,,,,,,,2024,Micro,1,Industria
2062,1,2,1,4,4,4,3,3,2,1,3,1,2.0,209.6189111747851,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,,,,,,,,1.0,2.0,,,,,7.0,,,,,2024,Micro,1,Comercio
2063,1,2,1,4,5,4,5,5,3,3,3,2,,209.6189111747851,,,,,,,,,,1.0,,,,,,7.0,,,,,,,,,,6.0,,,,,,2024,Micro,1,Comercio
2064,1,2,1,3,2,3,2,1,3,3,2,2,,209.6189111747851,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,7.0,,,,,2024,Micro,1,Comercio
2065,1,2,1,4,4,2,2,2,3,4,3,2,,209.6189111747851,,,,,,,,,,1.0,,,,5.0,6.0,,,,,,1.0,2.0,3.0,,,,,,,,,2024,Micro,1,Comercio
2066,1,2,1,3,1,1,3,1,2,2,3,1,2.0,209.6189111747851,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,,,,,,,,1.0,2.0,,,,,,,,,,2024,Micro,1,Comercio
2067,1,2,2,3,2,5,3,1,3,2,3,2,,90.64285714285714,,,,,,,,,,1.0,,,,,,,,,,,1.0,2.0,,,,6.0,,,,,,2024,Pequeña,1,Comercio
2068,1,1,3,1,1,3,1,1,3,5,3,1,1.0,80.52941176470588,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,,,,,,,,1.0,2.0,,,5.0,,,,,,,2024,Mediana,1,Industria
2069,1,1,1,3,4,3,4,4,3,4,3,2,,103.51764705882353,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,5.0,,,,,,,2024,Micro,1,Industria
2070,1,1,1,4,4,3,4,2,2,3,2,2,,103.51764705882353,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,4.0,,,,,,,,2024,Micro,1,Industria
2071,1,2,1,4,3,5,1,1,1,5,2,2,,209.6189111747851,,,,,,,,,,,,,4.0,,,,,,,,,,,,5.0,,,,,,,2024,Micro,1,Comercio
2072,1,2,1,3,3,4,3,2,3,3,1,2,,209.6189111747851,,,,,,,,,,1.0,,3.0,,,,,,,,,1.0,,,,,6.0,,,,,,2024,Micro,1,Comercio
2073,1,3,3,1,1,3,1,1,2,3,3,2,,77.29824561403508,,,,,,,,,,,,,,,,,8.0,,,,,2.0,,,,6.0,,,,,,2024,Mediana,1,Servicios
2074,1,2,1,4,3,5,2,2,2,1,3,2,,209.6189111747851,,,,,,,,,,,,,4.0,,,,,,,,,2.0,,,,,,,,,,2024,Micro,1,Comercio
2075,1,2,1,3,2,2,2,2,1,3,3,2,,209.6189111747851,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,7.0,,,,,2024,Micro,1,Comercio
2076,1,1,1,5,4,3,3,4,1,5,3,2,,103.51764705882353,,,,,,,,,,,2.0,,,,,,,,,,,2.0,,4.0,,,,,,,,2024,Micro,1,Industria
2077,1,2,1,3,4,1,1,4,2,1,3,2,,209.6189111747851,,,,,,,,,,1.0,,,,,,,8.0,,,,1.0,2.0,,,,6.0,,,,,,2024,Micro,1,Comercio
2078,1,2,1,3,3,3,3,3,1,4,3,2,,209.6189111747851,,,,,,,,,,,,,4.0,,,,,,,,,2.0,,,,,,,,,,2024,Micro,1,Comercio
2079,1,1,4,4,2,1,3,2,1,4,3,2,,81.2,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,5.0,,,,,,,2024,Grande,0,Industria
2080,1,2,1,3,5,2,5,5,1,4,3,2,,209.6189111747851,,,,,,,,,,,,,4.0,,,,,,,,,2.0,,,,,,,,,,2024,Micro,1,Comercio
2081,1,3,2,4,1,3,3,3,3,4,3,2,,170.04225352112675,,,,,,,,,,,,,4.0,,,,8.0,,,,,,,,,6.0,,,,LICENCIAS AL DIA DEL SOFTWARE,11.0,2024,Pequeña,1,Servicios
2082,1,3,3,4,3,3,3,1,2,3,3,2,,77.29824561403508,,,,,,,,,,,,,,,,7.0,,,,,,2.0,,,,,,,,,,2024,Mediana,1,Servicios
2083,1,3,2,4,1,5,5,1,3,3,3,2,,170.04225352112675,,,,,,,,,,1.0,2.0,,,,,,,,,,1.0,,,,,,,,,,,2024,Pequeña,1,Servicios
2084,1,2,1,2,1,1,1,2,2,1,3,2,,209.6189111747851,,,,,,,,,,,,,,,,,,,NIGUNA,8.0,,,,,,,,,90.0,,,2024,Micro,1,Comercio
2085,1,1,1,3,5,5,3,4,2,1,1,2,,103.51764705882353,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,2024,Micro,1,Industria
2086,1,2,1,3,2,3,4,3,2,2,2,2,,209.6189111747851,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,90.0,,,2024,Micro,1,Comercio
2087,1,1,1,4,3,3,3,3,1,5,1,2,,103.51764705882353,,,,,,,,,,1.0,,,4.0,,6.0,,,,,,,2.0,3.0,,,,7.0,,,,,2024,Micro,1,Industria
2088,1,2,1,3,1,1,3,3,2,3,3,2,,209.6189111747851,,,,,,,,,,,,3.0,,5.0,,7.0,,,,,,2.0,,,5.0,,,,,,,2024,Micro,1,Comercio
2089,1,1,1,1,3,1,2,1,2,1,3,2,,103.51764705882353,,,,,,,,,,1.0,,,,,,,,,,,1.0,2.0,,4.0,,,,,,,,2024,Micro,1,Industria
2090,1,1,2,1,2,3,2,1,2,3,3,2,,106.48979591836735,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,90.0,,,2024,Pequeña,1,Industria
2091,1,1,1,1,3,1,2,1,3,3,2,2,,103.51764705882353,,,,,,,,,,,,,,5.0,,,,,,,1.0,2.0,,,,,,,,,,2024,Micro,1,Industria
2092,1,2,2,2,3,1,1,1,2,3,2,1,1.0,90.64285714285714,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,,,,,,,,,,1.0,2.0,,,,,,,,,,2024,Pequeña,1,Comercio
2093,1,2,2,1,3,2,3,2,2,2,3,2,,90.64285714285714,,,,,,,,,,1.0,,,,5.0,,,,,,,,2.0,,,,,,,,,,2024,Pequeña,1,Comercio
2094,1,2,1,3,4,2,3,3,3,2,3,2,,209.6189111747851,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,2024,Micro,1,Comercio
2095,1,1,1,1,1,1,1,1,2,1,3,2,,103.51764705882353,,,,,,,,,,,,,4.0,,,,,,,,,2.0,,,,,,,,,,2024,Micro,1,Industria
2096,1,1,1,3,2,1,2,1,2,1,3,1,2.0,103.51764705882353,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,,,,,,,7.0,,,,,1.0,,,,,,,,,,,2024,Micro,1,Industria
2097,1,2,1,3,4,3,5,3,1,92,2,2,,209.6189111747851,,,,,,,,,,,,,,,,7.0,,,,,,2.0,,,,,,,,,,2024,Micro,1,Comercio
2098,1,2,1,3,5,3,2,2,3,3,2,2,,209.6189111747851,,,,,,,,,,1.0,2.0,,,,,,,,,,1.0,,,,,,,,,,,2024,Micro,1,Comercio
2099,1,1,1,1,1,1,1,1,2,1,1,1,2.0,103.51764705882353,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,,,,,,8.0,,,,,2.0,3.0,,5.0,,,,,,,2024,Micro,1,Industria
2100,1,2,1,4,4,3,4,3,3,5,3,2,,209.6189111747851,,,,,,,,,,1.0,,,,,,,,,,,1.0,2.0,,,,,,,,,,2024,Micro,1,Comercio
2101,1,2,1,3,3,2,2,2,2,1,2,2,,209.6189111747851,,,,,,,,,,,,,,,,7.0,,,,,,2.0,,,5.0,6.0,,,,,,2024,Micro,1,Comercio
2102,1,1,1,3,2,3,2,2,2,3,3,2,,103.51764705882353,,,,,,,,,,,,,,,,,,,NO OPINO,93.0,1.0,,,,5.0,,,,,,,2024,Micro,1,Industria
2103,1,1,1,5,4,4,4,5,3,3,3,2,,103.51764705882353,,,,,,,,,,,2.0,,,,,,,,,,,,,,5.0,,7.0,,,,,2024,Micro,1,Industria
2104,1,1,1,3,4,4,3,3,3,4,1,2,,103.51764705882353,,,,,,,,,,,,3.0,,,,,,,,,,,,4.0,,,,,,,,2024,Micro,1,Industria
2105,1,2,1,3,3,3,4,4,2,3,2,1,1.0,209.6189111747851,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,3.0,,,,,,,,,,2.0,,4.0,5.0,,,,,,,2024,Micro,1,Comercio
2106,1,2,1,4,3,2,3,2,2,3,3,2,,209.6189111747851,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,90.0,,,2024,Micro,1,Comercio
2107,1,1,1,2,1,2,2,2,2,3,2,2,,103.51764705882353,,,,,,,,,,,,,,,,7.0,,,,,1.0,2.0,,,,,,,,,,2024,Micro,1,Industria
2108,1,2,1,3,1,1,1,1,1,3,3,2,,209.6189111747851,,,,,,,,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,2024,Micro,1,Comercio
2109,1,1,1,1,1,1,1,1,2,2,2,2,,103.51764705882353,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,90.0,,,2024,Micro,1,Industria
2110,1,1,1,1,2,2,3,2,3,3,3,2,,103.51764705882353,,,,,,,,,,,2.0,,4.0,,,,,,,,1.0,2.0,,,5.0,,,,,,,2024,Micro,1,Industria
2111,1,2,1,4,4,4,4,1,2,1,3,2,,209.6189111747851,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,2024,Micro,1,Comercio
2112,1,1,2,2,1,3,1,1,3,3,3,1,1.0,106.48979591836735,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,,,,,5.0,,7.0,,,,,1.0,2.0,3.0,4.0,5.0,6.0,7.0,,,,,2024,Pequeña,1,Industria
2113,1,1,2,3,3,3,4,4,2,5,3,2,,106.48979591836735,,,,,,,,,,,,,4.0,,,,,,,,1.0,2.0,,,,,,,,,,2024,Pequeña,1,Industria
2114,1,1,1,3,3,2,4,2,2,3,3,2,,103.51764705882353,,,,,,,,,,,2.0,,,,,,,,,,,2.0,,,5.0,,,,,,,2024,Micro,1,Industria
2115,1,1,2,3,3,4,3,3,1,2,3,2,,106.48979591836735,,,,,,,,,,,,,,5.0,,7.0,,,,,1.0,,,,5.0,,7.0,,,,,2024,Pequeña,1,Industria
2116,1,1,1,2,5,1,1,1,1,5,3,2,,103.51764705882353,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,todas las anteriores,93.0,2024,Micro,1,Industria
2117,1,1,1,2,3,3,3,2,1,5,3,2,,103.51764705882353,,,,,,,,,,,,,,,,,,,No responde,93.0,1.0,2.0,,,,,,,,,,2024,Micro,1,Industria
2118,1,1,1,4,2,2,1,4,1,5,2,2,,103.51764705882353,,,,,,,,,,,,,4.0,,,,8.0,,,,,,,,5.0,,7.0,,,,,2024,Micro,1,Industria
2119,1,1,2,2,1,1,2,2,2,1,2,1,1.0,106.48979591836735,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,7.0,,,,,,2.0,,,,,7.0,,,,,2024,Pequeña,1,Industria
2120,1,1,1,3,2,1,4,2,2,3,3,2,,103.51764705882353,,,,,,,,,,1.0,,,,,,,,,,,,,,,5.0,,,,,,,2024,Micro,1,Industria
2121,1,1,1,3,3,2,4,4,3,3,3,2,,103.51764705882353,,,,,,,,,,,,,,5.0,,,,,,,,,,,,6.0,7.0,,,,,2024,Micro,1,Industria
2122,1,1,1,3,3,1,3,1,2,5,3,2,,103.51764705882353,,,,,,,,,,,2.0,,,,,,,,,,,2.0,,,,,7.0,,,,,2024,Micro,1,Industria
2123,1,1,1,1,1,1,2,1,2,4,3,2,,103.51764705882353,,,,,,,,,,,,,,,,7.0,,,,,,2.0,,,,,,,,,,2024,Micro,1,Industria
2124,1,1,1,1,1,1,5,5,2,1,3,2,,103.51764705882353,,,,,,,,,,,,,,,,7.0,,,,,,2.0,,,,,,,,,,2024,Micro,1,Industria
2125,1,3,4,3,4,3,4,2,1,4,2,2,,177.64285714285714,,,,,,,,,,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,,,,,2.0,3.0,4.0,5.0,6.0,7.0,,,,,2024,Grande,0,Servicios
2126,1,3,1,3,3,2,1,1,3,3,3,1,1.0,272.0928725701944,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,,2.0,,,,,,,,,,,,,,,,7.0,,,,,2024,Micro,1,Servicios
2127,1,2,1,3,2,2,2,1,2,3,3,1,1.0,209.6189111747851,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,,2.0,,,,,,,,,,,2.0,3.0,,,,,,,,,2024,Micro,1,Comercio
2128,1,2,1,3,1,1,1,2,1,4,3,2,,209.6189111747851,,,,,,,,,,1.0,2.0,,,,,,,,,,,2.0,,,5.0,,7.0,,,,,2024,Micro,1,Comercio
2129,1,1,1,2,3,3,4,3,2,2,3,2,,103.51764705882353,,,,,,,,,,,,,4.0,5.0,6.0,,,,,,1.0,,,4.0,,,7.0,,,,,2024,Micro,1,Industria
2130,1,2,1,4,2,3,2,2,1,5,2,2,,209.6189111747851,,,,,,,,,,1.0,,,4.0,,,7.0,,,,,1.0,,,,,,,,,,,2024,Micro,1,Comercio
2131,1,3,1,4,5,5,1,1,2,1,3,2,,272.0928725701944,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,90.0,,,2024,Micro,1,Servicios
2133,1,2,1,4,3,2,4,2,2,2,3,1,1.0,209.6189111747851,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,,,5.0,6.0,7.0,8.0,,,,,,,,5.0,,7.0,,,,,2024,Micro,1,Comercio
2134,1,3,1,5,3,3,3,3,3,5,2,2,,272.0928725701944,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,4.0,,,,,,,,2024,Micro,1,Servicios
2135,1,1,1,4,3,3,3,3,3,3,2,2,,103.51764705882353,,,,,,,,,,1.0,,,,,,,,,,,1.0,2.0,3.0,4.0,5.0,,7.0,,,,,2024,Micro,1,Industria
2137,1,3,1,4,4,2,3,2,3,1,3,2,,272.0928725701944,,,,,,,,,,1.0,,,,,,,,,,,1.0,2.0,,,,,7.0,,,,,2024,Micro,1,Servicios
2141,1,3,2,4,2,2,1,2,3,3,3,2,,170.04225352112675,,,,,,,,,,1.0,,3.0,,,,,,,,,1.0,,,,,,,,,,,2024,Pequeña,1,Servicios
2142,1,1,1,3,1,1,1,1,1,3,3,2,,103.51764705882353,,,,,,,,,,,2.0,,,,,,,,,,1.0,2.0,,,,,,,,,,2024,Micro,1,Industria
2143,1,3,2,3,3,3,3,1,2,1,3,2,,170.04225352112675,,,,,,,,,,1.0,,,4.0,,,7.0,,,,,,,,4.0,,,,,,,,2024,Pequeña,1,Servicios
2145,1,2,2,4,4,4,3,4,3,4,1,2,,90.64285714285714,,,,,,,,,,1.0,,,4.0,,,,,,,,1.0,2.0,,,,,,,,,,2024,Pequeña,1,Comercio
2147,1,2,1,3,4,1,1,5,2,3,2,2,,209.6189111747851,,,,,,,,,,1.0,,,,,,,,,,,,,,4.0,,,,,,,,2024,Micro,1,Comercio
2148,1,1,1,4,3,3,2,3,1,1,1,2,,103.51764705882353,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,90.0,,,2024,Micro,1,Industria
2149,1,1,1,3,1,4,4,4,3,4,1,2,,103.51764705882353,,,,,,,,,,1.0,,,,5.0,,,,,,,,,,,,,7.0,,,,,2024,Micro,1,Industria
2150,1,2,1,4,3,2,2,2,1,5,3,2,,209.6189111747851,,,,,,,,,,1.0,2.0,,,,6.0,,,,,,,2.0,3.0,,5.0,,,,,,,2024,Micro,1,Comercio
2151,1,1,1,2,1,2,3,1,2,3,3,2,,103.51764705882353,,,,,,,,,,1.0,,,4.0,,,,,,,,,2.0,,,5.0,6.0,,,,,,2024,Micro,1,Industria
2152,1,2,2,2,1,1,5,1,2,1,3,2,,90.64285714285714,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,2024,Pequeña,1,Comercio
