NUMERO,REGION,F4,F5,P32,P33_C,P33_H,P33_S,P33_W,P56,P56_1,P57,P58,P60,FACTOR_TOTAL,P59_A,P59_B,P59_C,P59_D,P59_E,P59_F,P59_G,P59_H,P59_I,P61B_1,P61B_2,P61B_3,P61B_4,P61B_5,P61B_6,P61B_7,P61B_8,P61B_9,P61B_OTRO,P61B_OTRO_COD,P61A_1,P61A_2,P61A_3,P61A_4,P61A_5,P61A_6,P61A_7,P61A_8,P61A_9,P61A_OTRO,P61A_OTRO_COD,anio,tamano_empresa,es_mipyme,sector
1299,1,3,1,3,4,4,3,2,3,4,1,2,,272.0928725701944,,,,,,,,,,,2.0,,,,,,,,,,,2.0,,,,6.0,,,,,,2024,Micro,1,Servicios
1301,1,3,1,1,3,3,4,3,2,2,3,1,1.0,272.0928725701944,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,,5.0,,,,,,,,2.0,,4.0,5.0,,7.0,,,,,2024,Micro,1,Servicios
1302,1,3,1,3,2,2,3,1,3,3,2,2,,272.0928725701944,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,2024,Micro,1,Servicios
1303,1,3,1,3,4,3,4,2,3,4,3,2,,272.0928725701944,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,7.0,,,,,2024,Micro,1,Servicios
1304,1,3,1,3,2,2,2,3,3,3,3,2,,272.0928725701944,,,,,,,,,,,,,,,,7.0,,,,,,,,,5.0,,,,,,,2024,Micro,1,Servicios
1305,1,3,1,4,3,3,4,3,1,5,3,2,,272.0928725701944,,,,,,,,,,,,,,,,7.0,,,,,,,,4.0,,,,,,,,2024,Micro,1,Servicios
1306,1,2,1,2,2,1,2,2,3,5,3,2,,209.6189111747851,,,,,,,,,,,,,,,,7.0,,,,,,,,,5.0,,,,,,,2024,Micro,1,Comercio
1307,1,1,4,3,3,3,2,1,3,3,2,2,,81.2,,,,,,,,,,,,3.0,,5.0,,7.0,,,,,1.0,2.0,,4.0,5.0,6.0,7.0,,,,,2024,Grande,0,Industria
1308,1,3,1,4,4,4,4,4,3,4,3,2,,272.0928725701944,,,,,,,,,,1.0,,3.0,,,,,,,,,,2.0,,,,6.0,7.0,,,,,2024,Micro,1,Servicios
1309,1,3,1,3,3,2,2,1,2,2,3,2,,272.0928725701944,,,,,,,,,,1.0,,,,,,,,,,,,,,4.0,,,,,,,,2024,Micro,1,Servicios
1310,1,2,1,2,1,3,1,1,2,2,3,2,,209.6189111747851,,,,,,,,,,1.0,,,,,,,,,,,1.0,2.0,,,,,,,,,,2024,Micro,1,Comercio
1311,1,3,1,5,5,5,5,3,2,5,3,2,,272.0928725701944,,,,,,,,,,1.0,2.0,,,,,,,,,,,2.0,,,,,7.0,,,,,2024,Micro,1,Servicios
1312,1,2,1,3,3,2,3,3,2,2,3,2,,209.6189111747851,,,,,,,,,,1.0,,,4.0,5.0,,,,,,,1.0,2.0,,,5.0,6.0,7.0,,,,,2024,Micro,1,Comercio
1314,1,3,2,1,2,1,2,1,2,1,3,2,,170.04225352112675,,,,,,,,,,,,,,,,7.0,,,,,1.0,2.0,,4.0,5.0,6.0,,,,,,2024,Pequeña,1,Servicios
1315,1,2,1,5,4,1,3,2,2,3,3,1,1.0,209.6189111747851,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,,,,,5.0,,,,,,,1.0,2.0,,,,,,,,,,2024,Micro,1,Comercio
1316,1,2,1,3,2,1,3,1,2,1,3,2,,209.6189111747851,,,,,,,,,,,,,4.0,,,,,,,,,2.0,,,,,,,,,,2024,Micro,1,Comercio
1317,1,3,1,2,4,1,3,1,1,1,3,2,,272.0928725701944,,,,,,,,,,1.0,,,,,,,,,,,1.0,2.0,,,,,,,,,,2024,Micro,1,Servicios
1318,1,1,1,3,3,1,3,1,2,2,3,1,1.0,103.51764705882353,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,,,,,,,,1.0,2.0,,,,,,,,,,2024,Micro,1,Industria
1319,1,3,1,3,4,2,4,1,2,3,3,2,,272.0928725701944,,,,,,,,,,1.0,,,,5.0,,,,,,,,2.0,,,5.0,,7.0,,,,,2024,Micro,1,Servicios
1320,1,1,1,4,3,4,2,2,2,3,3,2,,103.51764705882353,,,,,,,,,,,,,,5.0,,,,,,,,2.0,,,,,,,,,,2024,Micro,1,Industria
1322,1,1,1,3,2,1,1,1,2,92,3,1,2.0,103.51764705882353,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,,,,,,8.0,,,,,,,,,,,,90.0,,,2024,Micro,1,Industria
1323,1,3,1,3,5,2,3,3,2,1,3,2,,272.0928725701944,,,,,,,,,,,,,4.0,,,,,,,,,,,,,6.0,,,,,,2024,Micro,1,Servicios
1324,1,2,2,3,2,3,4,4,3,4,3,2,,90.64285714285714,,,,,,,,,,1.0,,,,,,,,,,,,,,4.0,,,,,,,,2024,Pequeña,1,Comercio
1327,1,3,1,4,2,3,4,1,2,1,3,2,,272.0928725701944,,,,,,,,,,1.0,,,4.0,,,,,,,,,2.0,,,,,7.0,,,,,2024,Micro,1,Servicios
1328,1,1,1,3,4,4,5,1,2,3,3,2,,103.51764705882353,,,,,,,,,,1.0,,3.0,,,,,,,,,,2.0,,,,,,,,,,2024,Micro,1,Industria
1329,1,3,1,3,3,3,4,3,3,3,2,2,,272.0928725701944,,,,,,,,,,1.0,,,,,6.0,7.0,,,,,,2.0,,,5.0,6.0,,,,,,2024,Micro,1,Servicios
1330,1,3,2,3,3,3,3,2,2,3,3,2,,170.04225352112675,,,,,,,,,,1.0,,,4.0,,6.0,,,,,,,,,,,,7.0,,,,,2024,Pequeña,1,Servicios
1331,1,2,1,4,4,1,3,2,2,1,1,2,,209.6189111747851,,,,,,,,,,,2.0,,4.0,,,,,,,,,,,4.0,,,7.0,,,,,2024,Micro,1,Comercio
1332,1,3,1,3,3,2,3,2,3,3,3,1,2.0,272.0928725701944,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,7.0,,,,,,2.0,,,,,,,,,,2024,Micro,1,Servicios
1333,1,1,1,1,5,1,5,3,3,1,3,2,,103.51764705882353,,,,,,,,,,,2.0,,4.0,,,,,,,,,2.0,,,,6.0,,,,,,2024,Micro,1,Industria
1334,1,3,1,3,3,3,3,3,3,5,3,2,,272.0928725701944,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,90.0,,,2024,Micro,1,Servicios
1335,1,3,1,3,5,3,2,2,3,3,2,2,,272.0928725701944,,,,,,,,,,,,3.0,,,,,,,,,1.0,,3.0,,,,,,,,,2024,Micro,1,Servicios
1336,1,2,1,4,4,2,3,4,1,4,3,2,,209.6189111747851,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,2024,Micro,1,Comercio
1339,1,3,1,2,3,4,3,3,2,4,3,2,,272.0928725701944,,,,,,,,,,,,,,,,7.0,,,,,,,,4.0,,,,,,,,2024,Micro,1,Servicios
1340,1,3,1,1,2,2,1,2,2,2,3,2,,272.0928725701944,,,,,,,,,,,2.0,3.0,,,6.0,,,,,,1.0,2.0,,4.0,,,,,,,,2024,Micro,1,Servicios
1342,1,3,1,1,3,3,3,3,2,3,2,2,,272.0928725701944,,,,,,,,,,,,3.0,,,,,8.0,,,,,,,,,,,,90.0,,,2024,Micro,1,Servicios
1344,1,3,1,3,5,2,1,1,2,3,2,2,,272.0928725701944,,,,,,,,,,,,3.0,,,,,,,,,1.0,2.0,,,,,,,,,,2024,Micro,1,Servicios
1345,1,2,1,3,3,4,3,3,2,2,2,2,,209.6189111747851,,,,,,,,,,1.0,,,,,,,,,,,,,,4.0,,,,,,,,2024,Micro,1,Comercio
1347,1,3,1,4,3,2,3,2,2,1,3,1,1.0,272.0928725701944,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,,4.0,,,,,,,,,,,,5.0,6.0,,,,,,2024,Micro,1,Servicios
1348,1,3,1,2,1,1,1,1,2,2,3,2,,272.0928725701944,,,,,,,,,,1.0,,,,,,,,,,,,,,,5.0,,,,,,,2024,Micro,1,Servicios
1349,1,3,1,1,3,2,3,2,3,4,2,2,,272.0928725701944,,,,,,,,,,1.0,,,,,6.0,,,,,,1.0,,,4.0,,,,,,,,2024,Micro,1,Servicios
1350,1,3,1,3,3,2,1,1,2,3,3,2,,272.0928725701944,,,,,,,,,,,2.0,,,,,,,,,,1.0,2.0,,,,,,,,,,2024,Micro,1,Servicios
1351,1,3,1,3,3,3,2,2,3,3,2,2,,272.0928725701944,,,,,,,,,,,,,,,,,8.0,,,,,2.0,3.0,,,,,,,,,2024,Micro,1,Servicios
1352,1,3,1,4,2,2,3,2,3,1,2,2,,272.0928725701944,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,7.0,,,,,2024,Micro,1,Servicios
1354,1,3,1,3,3,2,3,2,2,4,3,1,2.0,272.0928725701944,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,2.0,,,,,,,,,,2024,Micro,1,Servicios
1355,1,3,2,3,2,3,3,4,1,5,3,1,1.0,170.04225352112675,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,,,,,,,,,,7.0,,,,,2024,Pequeña,1,Servicios
1356,1,3,1,4,4,4,4,4,2,2,2,2,,272.0928725701944,,,,,,,,,,,,,4.0,,,,,,,,1.0,2.0,3.0,,5.0,,,,,,,2024,Micro,1,Servicios
1357,1,2,1,3,4,2,3,3,2,4,2,2,,209.6189111747851,,,,,,,,,,1.0,,,4.0,5.0,,,,,,,1.0,2.0,3.0,,5.0,6.0,7.0,,,,,2024,Micro,1,Comercio
1358,1,3,1,3,3,2,2,2,3,3,3,1,1.0,272.0928725701944,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,,,,1.0,2.0,,,5.0,,7.0,,,,,2024,Micro,1,Servicios
1359,1,2,1,4,4,4,3,2,3,3,2,2,,209.6189111747851,,,,,,,,,,1.0,2.0,,,,,,,,refinanciamiento,10.0,,,,,,,7.0,,,administardor y contador son los encargados de bajar toda la informacion y estar a cargol de toda la seguridad de la empresa,11.0,2024,Micro,1,Comercio
1360,1,2,1,4,3,3,3,2,2,3,1,2,,209.6189111747851,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,5.0,,,,,,,2024,Micro,1,Comercio
1361,1,3,1,4,4,3,4,4,2,3,3,2,,272.0928725701944,,,,,,,,,,,,,,,,,8.0,,,,,2.0,,,,,,,,,,2024,Micro,1,Servicios
1362,1,3,1,4,3,4,3,3,2,3,2,2,,272.0928725701944,,,,,,,,,,1.0,2.0,,,,,,8.0,,,,,,,,,,,,90.0,,,2024,Micro,1,Servicios
1363,1,2,1,3,2,3,3,1,2,2,3,2,,209.6189111747851,,,,,,,,,,1.0,2.0,,,,,,,,,,,,3.0,,,6.0,,,,,,2024,Micro,1,Comercio
1364,1,3,1,3,3,3,3,2,2,3,3,2,,272.0928725701944,,,,,,,,,,,2.0,,4.0,,,,8.0,,,,,,,,,,7.0,,,,,2024,Micro,1,Servicios
1365,1,2,1,4,5,3,5,2,2,3,1,2,,209.6189111747851,,,,,,,,,,,,,,,6.0,,,,,,1.0,2.0,,,,,,,,,,2024,Micro,1,Comercio
1366,1,3,2,3,3,2,3,2,2,3,3,2,,170.04225352112675,,,,,,,,,,,,,,,,7.0,,,,,,,3.0,,,,7.0,,,,,2024,Pequeña,1,Servicios
1369,1,3,1,3,3,2,4,3,2,2,2,2,,272.0928725701944,,,,,,,,,,1.0,,,,,6.0,,,,,,,2.0,,,5.0,,,,,,,2024,Micro,1,Servicios
1370,1,1,1,1,3,1,2,3,2,2,3,1,2.0,103.51764705882353,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,,,,,5.0,,,,,,,1.0,,,,,,,,,,,2024,Micro,1,Industria
1371,1,3,1,4,1,2,3,2,2,2,3,2,,272.0928725701944,,,,,,,,,,,,,4.0,,,7.0,,,,,,2.0,,,5.0,,,,,,,2024,Micro,1,Servicios
1372,1,1,1,1,4,2,2,4,2,3,1,2,,103.51764705882353,,,,,,,,,,,2.0,3.0,,,,,,,,,,2.0,,,5.0,,,,,,,2024,Micro,1,Industria
1373,1,3,1,3,3,2,3,2,3,3,3,2,,272.0928725701944,,,,,,,,,,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,,,,1.0,2.0,3.0,4.0,5.0,6.0,7.0,,,,,2024,Micro,1,Servicios
1374,1,3,1,3,4,2,4,5,1,3,2,2,,272.0928725701944,,,,,,,,,,,2.0,,,5.0,6.0,7.0,8.0,,,,1.0,2.0,,,,6.0,7.0,,,,,2024,Micro,1,Servicios
1375,1,3,1,3,2,3,2,2,1,3,3,2,,272.0928725701944,,,,,,,,,,,,,,,,,8.0,,,,,,3.0,4.0,,6.0,,,,,,2024,Micro,1,Servicios
1376,1,3,1,3,3,3,4,1,2,3,2,2,,272.0928725701944,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,4.0,,,,,,,,2024,Micro,1,Servicios
1377,1,1,1,3,4,2,4,3,2,1,3,2,,103.51764705882353,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,90.0,,,2024,Micro,1,Industria
1378,1,3,1,3,4,1,3,3,2,2,2,2,,272.0928725701944,,,,,,,,,,,2.0,,,,,,,,,,1.0,2.0,,,,,,,,,,2024,Micro,1,Servicios
1380,1,3,1,4,3,3,3,2,2,3,2,2,,272.0928725701944,,,,,,,,,,1.0,2.0,3.0,4.0,5.0,6.0,,8.0,,,,,2.0,,,,,,,,,,2024,Micro,1,Servicios
1382,1,1,1,3,3,2,3,4,2,4,3,2,,103.51764705882353,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,2024,Micro,1,Industria
1383,1,2,1,2,3,2,3,3,3,3,2,2,,209.6189111747851,,,,,,,,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,2024,Micro,1,Comercio
1384,1,3,1,1,1,2,3,2,2,3,1,2,,272.0928725701944,,,,,,,,,,,,,,5.0,,,,,,,,,,4.0,,,,,,,,2024,Micro,1,Servicios
1386,1,1,1,3,3,3,3,2,2,2,2,2,,103.51764705882353,,,,,,,,,,,2.0,,,,,,,,,,1.0,2.0,,,,,,,,,,2024,Micro,1,Industria
1387,1,2,1,3,4,4,3,2,3,3,2,2,,209.6189111747851,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,90.0,,,2024,Micro,1,Comercio
1388,1,2,1,3,2,1,3,1,2,2,3,2,,209.6189111747851,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,6.0,,,,,,2024,Micro,1,Comercio
1389,1,2,1,3,4,5,4,3,2,3,3,2,,209.6189111747851,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,2024,Micro,1,Comercio
1390,1,3,1,4,1,2,2,1,1,4,2,2,,272.0928725701944,,,,,,,,,,,2.0,3.0,4.0,5.0,6.0,7.0,8.0,,,,,,,,,,7.0,,,SEGURIDAD INFORMATICA,11.0,2024,Micro,1,Servicios
1391,1,2,1,3,3,2,3,2,1,5,3,2,,209.6189111747851,,,,,,,,,,1.0,2.0,3.0,4.0,5.0,,7.0,8.0,,,,1.0,2.0,,4.0,5.0,6.0,7.0,,,,,2024,Micro,1,Comercio
1392,1,2,1,1,3,1,4,3,2,1,1,2,,209.6189111747851,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,2024,Micro,1,Comercio
1393,1,3,1,4,3,5,5,3,1,5,1,2,,272.0928725701944,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,6.0,,,,,,2024,Micro,1,Servicios
1394,1,3,1,4,4,3,4,2,3,4,1,2,,272.0928725701944,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,7.0,,,,,2024,Micro,1,Servicios
1395,1,3,1,3,4,3,4,3,2,4,3,2,,272.0928725701944,,,,,,,,,,,2.0,,,,,,,,,,,,,,5.0,,,,,,,2024,Micro,1,Servicios
1396,1,2,1,3,3,3,3,3,2,2,2,2,,209.6189111747851,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,2024,Micro,1,Comercio
1398,1,3,1,4,2,3,2,1,2,2,2,1,2.0,272.0928725701944,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,4.0,,,7.0,,,,,2024,Micro,1,Servicios
1399,1,3,1,4,3,4,3,2,3,3,2,2,,272.0928725701944,,,,,,,,,,,2.0,,4.0,,,,,,,,,,,4.0,,,7.0,,,,,2024,Micro,1,Servicios
1400,1,2,1,3,2,1,1,1,3,2,3,2,,209.6189111747851,,,,,,,,,,,,,,5.0,,,,,,,,2.0,,,,,,,,,,2024,Micro,1,Comercio
1401,1,3,1,4,2,3,5,3,2,2,3,2,,272.0928725701944,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,7.0,,,,,2024,Micro,1,Servicios
1402,1,3,1,3,1,2,1,1,2,2,3,1,1.0,272.0928725701944,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,,2.0,,,,,,,,,,,,,4.0,,,,,,,,2024,Micro,1,Servicios
1403,1,3,1,4,5,4,4,5,2,2,2,2,,272.0928725701944,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,90.0,,,2024,Micro,1,Servicios
1406,1,1,1,1,3,1,4,3,1,5,1,2,,103.51764705882353,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,2024,Micro,1,Industria
1407,1,1,1,4,5,1,5,5,2,1,3,1,1.0,103.51764705882353,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,,5.0,,,,,,,,,,,,,,,90.0,,,2024,Micro,1,Industria
1408,1,2,1,3,3,2,2,2,3,3,1,2,,209.6189111747851,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,90.0,,,2024,Micro,1,Comercio
1409,1,1,1,3,3,2,3,2,1,5,3,2,,103.51764705882353,,,,,,,,,,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,,,,,2.0,,4.0,,,,,,,,2024,Micro,1,Industria
1410,1,3,1,3,1,3,2,1,1,4,2,2,,272.0928725701944,,,,,,,,,,,,,,5.0,6.0,,,,,,,,,4.0,5.0,,,,,,,2024,Micro,1,Servicios
1411,1,3,1,3,4,4,4,1,2,3,3,2,,272.0928725701944,,,,,,,,,,,,,,,,,,,NO DA NINGUNO,8.0,,,,,,,,,90.0,,,2024,Micro,1,Servicios
1412,1,2,1,3,3,3,1,3,2,2,3,2,,209.6189111747851,,,,,,,,,,1.0,,,4.0,,,,,,,,,2.0,,,,,,,,,,2024,Micro,1,Comercio
1413,1,2,1,4,4,3,2,1,2,2,3,2,,209.6189111747851,,,,,,,,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,2024,Micro,1,Comercio
1414,1,2,1,4,4,5,5,5,2,1,3,2,,209.6189111747851,,,,,,,,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,2024,Micro,1,Comercio
1415,1,3,1,4,3,3,1,1,2,2,3,2,,272.0928725701944,,,,,,,,,,,,3.0,,,,,,,,,,2.0,,,,,,,,,,2024,Micro,1,Servicios
1416,1,3,1,3,4,3,4,3,2,1,1,2,,272.0928725701944,,,,,,,,,,1.0,,3.0,,,,,,,,,,2.0,,,5.0,,,,,,,2024,Micro,1,Servicios
1417,1,3,1,3,1,1,4,1,2,1,3,2,,272.0928725701944,,,,,,,,,,1.0,,,,,,,,,,,1.0,2.0,,,,,,,,,,2024,Micro,1,Servicios
1418,1,2,1,4,2,4,3,2,2,3,2,2,,209.6189111747851,,,,,,,,,,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,,,,,2.0,,,,6.0,7.0,,,,,2024,Micro,1,Comercio
1419,1,3,1,3,4,2,3,3,2,2,3,2,,272.0928725701944,,,,,,,,,,,2.0,,,,,,,,,,,,,,,6.0,,,,,,2024,Micro,1,Servicios
1420,1,3,1,3,3,3,3,1,1,4,2,2,,272.0928725701944,,,,,,,,,,1.0,,3.0,4.0,5.0,6.0,7.0,,,,,,,,,,,,,90.0,,,2024,Micro,1,Servicios
1421,1,3,1,5,3,4,1,1,3,3,3,2,,272.0928725701944,,,,,,,,,,,,,,,,7.0,,,,,1.0,2.0,,,5.0,6.0,,,,,,2024,Micro,1,Servicios
1422,1,3,1,1,3,1,5,3,3,3,2,2,,272.0928725701944,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,2024,Micro,1,Servicios
1423,1,1,1,5,3,2,4,2,2,3,2,2,,103.51764705882353,,,,,,,,,,,,,,,,,8.0,,,,,2.0,,,5.0,,,,,,,2024,Micro,1,Industria
1424,1,3,1,4,4,4,4,2,3,3,2,2,,272.0928725701944,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,2024,Micro,1,Servicios
1425,1,3,1,1,2,1,2,2,2,3,2,2,,272.0928725701944,,,,,,,,,,,,,4.0,,,,,,,,1.0,2.0,,,,,,,,,,2024,Micro,1,Servicios
1426,1,3,1,4,3,4,3,2,3,4,2,2,,272.0928725701944,,,,,,,,,,,,,4.0,,,,,,,,1.0,,,,,,,,,,,2024,Micro,1,Servicios
1428,1,2,1,3,5,3,3,5,3,3,2,2,,209.6189111747851,,,,,,,,,,1.0,,,,,,,,,,,1.0,2.0,,,5.0,,7.0,,,,,2024,Micro,1,Comercio
1429,1,3,2,2,2,2,3,2,2,3,1,2,,170.04225352112675,,,,,,,,,,1.0,,3.0,,,,,,,,,1.0,2.0,,,,,7.0,,,,,2024,Pequeña,1,Servicios
1430,1,2,1,3,3,1,2,2,2,2,3,2,,209.6189111747851,,,,,,,,,,,,,,,,7.0,,,,,,,,,5.0,,,,,,,2024,Micro,1,Comercio
1431,1,3,2,4,4,4,4,4,2,3,2,2,,170.04225352112675,,,,,,,,,,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,,,,,2.0,,4.0,,,,,,,,2024,Pequeña,1,Servicios
1435,1,3,1,3,1,1,1,1,2,1,3,2,,272.0928725701944,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,DIGITAL,11.0,2024,Micro,1,Servicios
1436,1,2,1,3,3,2,3,3,2,3,3,2,,209.6189111747851,,,,,,,,,,1.0,,,,,,,,,,,1.0,2.0,,4.0,,,,,,,,2024,Micro,1,Comercio
1439,1,2,1,4,4,5,5,4,1,1,2,2,,209.6189111747851,,,,,,,,,,,2.0,,,,,,,,,,1.0,2.0,,,,,,,,,,2024,Micro,1,Comercio
1440,1,3,1,3,3,2,3,1,2,4,3,2,,272.0928725701944,,,,,,,,,,,2.0,3.0,,,,,8.0,,,,,,,,,6.0,7.0,,,,,2024,Micro,1,Servicios
1441,1,3,1,5,3,4,3,4,2,3,2,1,2.0,272.0928725701944,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,2.0,,,,,,,,,,2024,Micro,1,Servicios
1442,1,3,2,5,3,3,3,3,2,3,3,2,,170.04225352112675,,,,,,,,,,,,,4.0,5.0,,,,,,,,,,,,,7.0,,,,,2024,Pequeña,1,Servicios
1443,1,3,1,4,3,2,3,1,2,1,2,2,,272.0928725701944,,,,,,,,,,,,,,5.0,,,,,,,,2.0,,,,,7.0,,,,,2024,Micro,1,Servicios
1444,1,3,1,3,5,3,3,1,3,3,3,2,,272.0928725701944,,,,,,,,,,,,,4.0,,,,,,,,,2.0,,,,,7.0,,,,,2024,Micro,1,Servicios
1445,1,1,1,3,4,1,3,5,2,1,3,2,,103.51764705882353,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,90.0,,,2024,Micro,1,Industria
1446,1,3,1,3,4,4,4,3,1,3,3,2,,272.0928725701944,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,2024,Micro,1,Servicios
1447,1,1,1,3,4,2,4,3,3,4,3,2,,103.51764705882353,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,2024,Micro,1,Industria
1448,1,2,1,3,5,4,3,4,3,3,2,2,,209.6189111747851,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,90.0,,,2024,Micro,1,Comercio
1449,1,2,1,4,3,3,3,2,3,4,3,2,,209.6189111747851,,,,,,,,,,,,,4.0,,6.0,,,,,,,2.0,,,,,7.0,,,,,2024,Micro,1,Comercio
1450,1,3,1,4,4,4,4,3,3,4,2,2,,272.0928725701944,,,,,,,,,,1.0,2.0,3.0,4.0,5.0,6.0,7.0,,,,,,,,,,,7.0,,,,,2024,Micro,1,Servicios
1451,1,3,1,4,4,3,3,3,3,4,2,2,,272.0928725701944,,,,,,,,,,,,3.0,,,,,,,,,1.0,2.0,,,,,,,,,,2024,Micro,1,Servicios
1452,1,3,1,3,4,3,4,2,3,4,2,2,,272.0928725701944,,,,,,,,,,1.0,,,4.0,,,,,,,,,2.0,,,,,,,,,,2024,Micro,1,Servicios
1454,1,2,1,2,2,2,3,3,1,4,2,1,1.0,209.6189111747851,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,5.0,,,,,,,,2.0,3.0,,,,,,,,,2024,Micro,1,Comercio
1455,1,2,1,2,5,1,5,5,2,1,3,1,2.0,209.6189111747851,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,3.0,,,,,,,,,2024,Micro,1,Comercio
1456,1,3,1,2,1,1,4,3,2,4,3,2,,272.0928725701944,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,5.0,,,,,,,2024,Micro,1,Servicios
1458,1,3,3,2,3,3,3,2,3,4,2,2,,77.29824561403508,,,,,,,,,,,2.0,,4.0,,,,,,,,,,,,,,,,90.0,,,2024,Mediana,1,Servicios
1459,1,2,1,2,3,4,2,2,3,5,3,2,,209.6189111747851,,,,,,,,,,1.0,,3.0,,5.0,,7.0,8.0,,,,,2.0,,,5.0,,,,,,,2024,Micro,1,Comercio
1460,1,1,1,4,4,3,5,3,1,5,2,2,,103.51764705882353,,,,,,,,,,1.0,2.0,3.0,4.0,5.0,6.0,,8.0,,,,,2.0,3.0,4.0,5.0,6.0,7.0,,,,,2024,Micro,1,Industria
1461,1,3,1,3,2,2,2,1,3,4,3,2,,272.0928725701944,,,,,,,,,,,,3.0,,,,,,,,,,2.0,,,,,,,,,,2024,Micro,1,Servicios
1462,1,2,1,3,3,3,2,2,1,3,2,2,,209.6189111747851,,,,,,,,,,,,,4.0,,,,,,,,,2.0,,,,,,,,,,2024,Micro,1,Comercio
1463,1,3,1,3,3,3,3,2,3,2,3,2,,272.0928725701944,,,,,,,,,,,2.0,,4.0,,,,,,,,,,,,,,7.0,,,,,2024,Micro,1,Servicios
1464,1,2,3,5,4,3,3,1,2,1,3,1,1.0,63.583333333333336,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,,,,,,,,,,,,5.0,,,,,,,2024,Mediana,1,Comercio
1465,1,2,1,3,2,2,3,2,2,1,3,2,,209.6189111747851,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,2024,Micro,1,Comercio
1466,1,3,1,3,3,2,2,3,3,3,2,2,,272.0928725701944,,,,,,,,,,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,,,,,2.0,,,,6.0,7.0,,,,,2024,Micro,1,Servicios
1467,1,3,1,3,1,1,1,1,2,5,2,2,,272.0928725701944,,,,,,,,,,,,,,5.0,,,,,,,1.0,,,,,,,,,,,2024,Micro,1,Servicios
