BD_MATRICULA,cargo,sector_economico,tamano,mercado,impacto_internacional,situacion_economica,entorno_inversion,capacidad_compra,crecimiento_econ,infraestructura,conectividad,facil_crear_emp,recurso_humano,estab_jurid,seguridad,promg_forta_emp,reg_mercado_lab,servicios_pub,produc_finan,facil_comex,impuestos,percepcion_seguridad,seguridad_aumento,victima,hurto,informatico,fraude,extorsion,estafa,hurto_maq,ataq_infraestruc,vandalismo,secuestro,denuncio,inv_extranjera,Stem,simp_tramites,gob_recurso_humano,func_empresas,sistema_salud,acceso_finan,gob_seguridad,inno_emprend,ayuda_empresas,mitig_crisis_int,fintech,dis_inv_extranjera,dis_Stem,dis_simp_tramites,dis_recurso_humano,dis_func_empresas,dis_sistema_salud,dis_acceso_finan,dis_seguridad,dis_inno_emprend,dis_ayuda_empresas,dis_mitig_crisis_int,dis_fintech,inst_alarm,inst_cam_vig,letreros_disuasivos,seguridad_priv,refor_puer_ven,art_autoridades,cap_per_estrg_prev,ninguna,perd_clientes,perd_produc_trab,daños_establ,imp_salud_fis_mental,desin_inver,daño_reputacional,pago_seg_priv,no_gen_cost,year,EXPAN
131_2024,1,2,1,1,3,2,3,4,2,4,4,3,4,3,2,3,3,3,4,3,3,1,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2024,209.61891
132_2024,1,2,1,1,2,3,3,1,3,3,4,2,3,1,1,2,1,4,2,3,1,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024,209.61891
133_2024,2,2,1,1,3,1,4,4,5,4,3,4,4,3,4,4,4,3,3,5,3,1,2,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2024,209.61891
134_2024,1,2,1,1,5,1,5,5,5,3,5,5,5,3,3,3,3,5,3,5,3,3,3,2,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2024,209.61891
137_2024,2,3,1,1,2,2,2,2,1,3,4,4,3,2,2,2,2,4,3,2,2,3,3,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2024,272.09286
139_2024,3,3,1,1,2,1,4,3,3,4,2,4,3,4,3,4,3,2,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2024,272.09286
140_2024,1,2,1,1,3,1,4,5,5,5,5,5,5,5,3,4,3,5,5,4,5,1,1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2024,209.61891
141_2024,2,2,1,1,3,1,3,3,2,2,3,5,2,2,3,2,4,5,5,1,1,3,2,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,2024,209.61891
142_2024,1,2,1,1,2,1,3,4,3,2,4,3,3,4,4,3,3,5,3,2,3,2,3,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2024,209.61891
145_2024,1,1,1,1,3,1,2,3,3,2,5,4,2,2,2,2,3,4,3,4,1,2,3,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,2024,103.51765
146_2024,2,3,1,,3,1,4,3,3,1,1,5,3,3,1,3,3,2,2,2,4,2,3,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2024,272.09286
147_2024,2,3,1,1,1,3,1,2,2,3,4,2,4,2,1,2,3,5,2,3,2,2,3,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,2024,272.09286
148_2024,2,3,1,,2,1,3,2,2,2,4,5,3,3,1,2,3,5,4,3,2,2,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,2024,272.09286
150_2024,1,2,1,1,3,3,4,4,4,3,3,4,2,2,4,2,4,2,2,2,2,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024,209.61891
152_2024,1,3,1,1,3,2,2,2,2,1,3,3,2,2,2,3,2,4,3,1,1,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2024,272.09286
153_2024,2,2,1,1,3,3,2,1,1,1,4,3,2,2,1,1,2,4,2,2,1,2,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,2024,209.61891
154_2024,2,1,1,,2,1,3,5,3,3,4,3,4,3,1,3,3,3,3,4,1,1,3,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2024,103.51765
155_2024,3,3,1,1,2,1,4,1,5,2,5,5,1,5,5,5,1,5,2,4,1,3,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2024,272.09286
156_2024,1,3,1,1,2,3,2,2,1,3,3,2,3,2,2,3,2,3,3,1,2,1,3,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2024,272.09286
158_2024,2,3,1,1,3,3,1,2,3,3,4,2,4,3,4,3,4,3,3,4,3,1,3,2,0,0,0,0,0,0,0,0,0,3,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2024,272.09286
159_2024,3,3,1,,4,1,3,2,3,4,4,1,2,2,3,1,1,3,2,2,1,2,1,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2024,272.09286
160_2024,2,2,3,,4,1,4,4,4,4,4,4,4,4,3,4,4,5,4,4,3,3,3,2,0,0,0,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2024,63.583332
161_2024,2,2,1,1,2,1,3,2,3,2,3,2,3,2,2,3,3,4,2,3,3,1,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2024,209.61891
162_2024,3,3,3,1,3,1,4,3,3,4,4,3,4,4,3,4,4,4,3,3,4,2,3,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2024,77.298248
163_2024,3,3,1,1,3,1,3,4,3,5,5,5,3,3,3,3,3,3,4,4,3,2,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024,272.09286
165_2024,1,1,1,,2,1,2,3,3,4,3,3,4,3,2,3,4,3,1,2,3,2,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2024,103.51765
166_2024,1,3,1,1,3,3,3,2,2,3,3,2,2,3,3,2,3,5,3,3,3,2,3,1,1,0,0,0,1,0,0,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2024,272.09286
167_2024,1,3,1,1,2,3,2,3,2,3,4,2,3,2,2,3,2,3,3,3,3,3,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,2024,272.09286
168_2024,2,3,1,,3,1,4,3,4,3,4,3,4,3,4,4,4,5,4,3,5,3,2,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2024,272.09286
170_2024,1,3,1,1,5,2,1,4,3,2,2,2,3,2,2,3,3,2,3,2,2,2,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2024,272.09286
171_2024,3,3,3,,3,3,1,4,1,1,4,3,2,1,1,1,1,3,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,2024,77.298248
172_2024,2,1,3,,2,2,2,3,1,1,4,3,2,3,2,1,3,3,4,3,1,3,3,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,2024,80.529411
173_2024,1,3,3,,3,2,4,5,4,4,5,5,5,5,4,5,5,5,5,5,5,2,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2024,77.298248
174_2024,1,3,3,,2,3,2,3,2,3,4,2,2,2,2,2,2,4,4,3,1,2,3,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2024,77.298248
175_2024,4,3,3,1,2,3,3,3,2,5,5,3,5,2,2,4,3,5,5,3,1,1,3,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2024,77.298248
176_2024,1,3,1,,3,1,3,4,2,4,5,3,2,3,3,4,4,5,3,3,4,3,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2024,272.09286
177_2024,1,3,1,1,3,2,3,3,3,3,3,3,4,3,2,3,3,4,2,2,3,3,1,2,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2024,272.09286
179_2024,1,2,1,,3,1,4,3,4,4,4,3,3,4,3,3,4,3,3,4,2,1,3,2,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2024,209.61891
180_2024,1,2,1,1,3,1,3,3,3,2,3,4,4,3,3,3,3,3,3,2,2,1,2,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2024,209.61891
181_2024,3,2,2,1,2,2,3,3,2,3,3,3,2,2,1,2,3,2,2,2,1,1,3,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2024,90.64286
183_2024,1,3,1,1,3,3,3,2,2,1,5,4,3,3,2,3,2,2,1,1,2,1,3,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,2024,272.09286
184_2024,2,2,1,1,3,1,4,3,3,4,4,3,4,4,3,3,3,4,3,3,3,1,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,2024,209.61891
185_2024,2,2,1,,3,1,3,5,3,2,1,3,3,3,5,4,3,5,4,3,3,3,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2024,209.61891
188_2024,1,2,1,1,2,1,4,3,4,4,4,2,3,3,3,3,4,4,3,4,3,1,3,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2024,209.61891
189_2024,1,1,1,1,3,1,5,5,5,1,5,5,5,1,3,5,5,3,3,5,3,1,2,2,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,2024,103.51765
191_2024,1,2,1,1,2,1,4,3,3,4,4,4,3,4,3,4,3,3,3,4,4,1,2,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024,209.61891
194_2024,2,3,1,,4,1,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,1,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2024,272.09286
195_2024,4,3,3,1,2,1,3,3,2,3,3,3,3,3,3,3,3,4,2,3,1,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2024,77.298248
196_2024,3,3,3,,3,1,3,3,2,4,3,3,4,2,2,3,5,3,5,3,4,2,3,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2024,77.298248
197_2024,4,3,3,1,3,1,4,3,3,3,5,2,3,3,4,3,3,4,4,4,2,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,2024,77.298248
198_2024,1,2,1,1,3,3,4,3,3,3,1,2,5,2,4,1,1,1,4,1,2,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,2024,209.61891
202_2024,1,1,1,1,2,1,3,3,4,2,4,2,4,3,2,3,3,2,3,3,3,2,3,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2024,103.51765
203_2024,1,3,1,1,3,1,4,2,3,2,3,3,3,3,2,3,3,3,2,3,2,2,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2024,272.09286
204_2024,1,1,1,1,3,1,4,3,2,3,3,3,4,3,3,3,3,3,4,3,1,3,3,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024,103.51765
205_2024,1,3,2,1,2,2,3,5,3,3,5,5,4,5,5,3,5,5,4,5,3,3,2,2,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2024,170.04225
207_2024,4,3,3,,2,2,3,4,3,3,4,3,4,4,5,3,3,2,3,2,3,3,2,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2024,77.298248
209_2024,4,2,3,,3,2,4,4,3,3,4,4,4,4,3,3,4,4,4,4,3,3,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2024,63.583332
210_2024,1,3,1,1,3,1,4,3,3,4,4,3,4,3,3,3,4,4,3,3,4,3,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2024,272.09286
212_2024,1,2,1,,3,1,4,3,3,5,4,3,4,4,3,5,4,5,4,5,4,2,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,209.61891
213_2024,1,3,1,1,4,1,4,5,5,5,5,5,5,5,4,5,5,4,5,4,4,2,1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2024,272.09286
214_2024,2,3,1,,4,1,3,2,2,3,3,2,2,2,2,1,2,2,2,3,3,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2024,272.09286
215_2024,3,1,1,1,4,1,4,3,3,4,4,4,3,5,4,4,4,5,3,4,4,2,3,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2024,103.51765
217_2024,1,3,1,1,4,1,3,3,3,4,4,3,3,3,3,4,3,5,4,1,3,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2024,272.09286
218_2024,2,3,1,1,4,1,4,4,3,3,4,3,3,4,3,3,3,3,3,3,4,2,3,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2024,272.09286
219_2024,1,1,1,1,1,1,3,3,2,3,4,3,4,3,3,2,3,4,3,3,3,2,3,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2024,103.51765
220_2024,2,3,1,,4,1,2,3,2,2,4,4,4,2,2,4,3,4,3,2,2,3,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2024,272.09286
221_2024,3,2,1,,2,1,3,3,3,2,4,2,2,3,3,3,3,4,3,4,2,3,2,2,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,2024,209.61891
222_2024,1,3,1,1,1,2,1,4,1,1,3,3,3,1,1,1,2,1,1,1,1,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1,2024,272.09286
223_2024,1,3,1,,3,2,3,1,4,5,5,5,5,3,3,1,3,5,2,3,3,3,1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2024,272.09286
227_2024,2,3,2,,1,1,3,2,1,2,5,4,3,1,1,3,2,3,2,1,1,3,2,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024,170.04225
228_2024,1,1,1,,3,1,4,5,4,5,5,3,5,3,4,4,4,5,1,3,3,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,103.51765
230_2024,2,3,1,1,3,1,3,4,4,3,4,4,3,3,2,3,4,3,2,4,3,3,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2024,272.09286
231_2024,4,2,1,1,3,1,3,1,2,2,2,1,2,2,2,1,5,3,3,1,2,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2024,209.61891
232_2024,1,3,1,1,4,1,5,5,3,5,4,4,5,5,3,5,4,5,2,3,3,1,1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2024,272.09286
233_2024,1,2,1,1,1,1,4,5,4,3,5,5,5,3,3,4,3,5,5,4,5,2,2,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2024,209.61891
235_2024,3,3,1,1,3,2,3,3,3,4,4,3,3,3,2,2,3,4,2,3,2,2,3,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2024,272.09286
236_2024,3,3,1,,2,3,1,4,2,4,1,4,3,3,3,2,2,4,1,2,3,2,3,1,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2024,272.09286
237_2024,1,3,1,1,5,1,3,4,3,2,4,2,4,3,2,2,3,4,4,3,1,1,2,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,2024,272.09286
238_2024,3,3,1,1,3,1,1,4,3,4,3,3,5,3,3,3,3,4,2,4,2,3,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2024,272.09286
239_2024,1,3,1,1,4,1,3,3,3,4,4,3,3,4,4,3,4,5,2,3,3,3,2,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024,272.09286
240_2024,1,2,1,1,3,1,4,3,4,3,4,3,4,4,3,5,3,5,4,3,4,1,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2024,209.61891
241_2024,1,1,1,1,4,2,3,3,3,5,4,4,5,3,2,3,3,5,2,2,3,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2024,103.51765
243_2024,1,1,1,1,2,1,4,4,2,3,4,3,5,3,4,3,4,3,3,2,3,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2024,103.51765
