NUMERO,corredor,PRIMERA,CALL13,FECHA,F5,F6,P1,P2,P3,P4A,P4B,P4C,P4D,P4E,P33A,P33B,P33C,P33D,P33E,P33F,P33G,P33H,P33J,P33K,P33L,P34,P37,P40,P43,P43_1A,P43_1B,P43_1C,P43_1D,P43_1E,P43_1F,P43_1G,P44_1,P44_2,P44_3,P44_4,P44_5,P44_6,P44_7,P44_8,P45_1,P45_2,P45_3,P45_4,P45_5,P45_6,P45_7,P30,P31,P32,D1,D2,D3,tramo,corredor_nombre,tamano_empresa,es_mipyme,sector,seguridad_empeoro,fue_victima,indice_satisfaccion,obras_iniciadas
79,1,,19.0,1/10/2024 5:30:22 p. m.,2,4,3.0,1.0,2.0,0,0,70,0,30,4,2,5,1,3,1,1,3,4,4,4,4,5.0,4,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,38,4,19,Calle 13,Grande,0,Comercio,0,1,3.0,1
80,1,,17.0,1/10/2024 8:45:01 p. m.,2,2,1.0,1.0,,20,80,0,0,0,1,1,1,1,1,1,1,1,1,5,1,1,1.0,5,2,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,5,5,5,2,29,3,17,Calle 13,Pequeña,1,Comercio,1,0,1.3333333333333333,0
81,2,10.0,,2/10/2024 9:27:00 a. m.,3,3,4.0,,,0,25,25,50,0,5,2,3,1,2,1,1,1,5,4,2,1,5.0,5,2,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,1,4,1,61,3,10,Primera Línea Metro,Mediana,1,Servicio,1,1,2.3333333333333335,0
82,2,10.0,,2/10/2024 9:28:01 a. m.,2,1,2.0,,,100,0,0,0,0,3,3,3,3,1,1,1,1,3,3,3,3,3.0,5,3,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,44,3,10,Primera Línea Metro,Micro,1,Comercio,0,0,2.3333333333333335,0
83,2,10.0,,2/10/2024 9:22:36 a. m.,2,2,1.0,1.0,,0,0,100,0,0,1,1,3,1,5,1,1,5,5,5,3,5,1.0,5,2,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,2,59,4,10,Primera Línea Metro,Pequeña,1,Comercio,1,0,3.0,0
84,2,10.0,,2/10/2024 9:37:33 a. m.,2,1,18.0,5.0,5.0,0,0,100,0,0,5,5,5,5,1,5,1,5,1,5,3,5,5.0,5,2,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,5,5,1,42,3,10,Primera Línea Metro,Micro,1,Comercio,1,1,3.8333333333333335,0
85,2,10.0,,2/10/2024 9:55:53 a. m.,2,1,1.0,,,50,50,0,0,0,3,3,3,2,1,3,1,4,1,5,4,3,4.0,5,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,5,5,4,1,34,5,10,Primera Línea Metro,Micro,1,Comercio,1,0,2.75,0
86,2,10.0,,2/10/2024 9:29:42 a. m.,2,1,5.0,2.0,,0,20,75,1,4,2,3,3,1,1,1,1,1,1,1,1,1,3.0,5,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,2,2,4,2,36,4,10,Primera Línea Metro,Micro,1,Comercio,0,1,1.4166666666666667,0
87,2,10.0,,2/10/2024 10:11:17 a. m.,3,1,3.0,1.0,,0,0,50,0,50,5,3,5,5,1,5,1,3,5,5,3,3,5.0,5,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,2,54,3,10,Primera Línea Metro,Micro,1,Servicio,0,0,3.6666666666666665,0
88,2,10.0,,2/10/2024 9:25:45 a. m.,3,2,1.0,,,0,100,0,0,0,1,3,1,3,1,1,1,1,1,1,3,2,3.0,4,3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,3,1,2,1,61,3,10,Primera Línea Metro,Pequeña,1,Servicio,0,0,1.5833333333333333,0
89,2,10.0,,2/10/2024 10:28:35 a. m.,3,2,2.0,,,0,0,50,50,0,3,3,3,3,2,5,5,1,2,5,2,5,5.0,1,3,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,3,1,1,1,45,5,10,Primera Línea Metro,Pequeña,1,Servicio,0,0,3.25,0
90,2,10.0,,2/10/2024 10:38:56 a. m.,3,4,6.0,3.0,,50,50,0,0,0,1,1,3,3,1,1,1,3,1,3,1,3,5.0,5,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,5,5,5,1,56,5,10,Primera Línea Metro,Grande,0,Servicio,1,0,1.8333333333333333,0
91,2,10.0,,2/10/2024 9:27:14 a. m.,1,2,1.0,1.0,,100,0,0,0,0,1,1,4,3,1,1,2,3,4,3,1,3,5.0,5,2,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,5,5,3,2,44,3,10,Primera Línea Metro,Pequeña,1,Industria,1,1,2.25,0
92,2,10.0,,2/10/2024 10:47:42 a. m.,2,1,1.0,,,0,0,100,0,0,1,1,5,3,1,1,1,1,1,5,1,3,4.0,3,3,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,5,1,5,1,62,3,10,Primera Línea Metro,Micro,1,Comercio,0,1,2.0,0
93,1,,17.0,2/10/2024 11:00:04 a. m.,2,2,2.0,1.0,,0,50,0,50,0,1,1,1,1,1,1,1,5,1,1,1,4,5.0,1,3,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,5,1,1,2,33,4,17,Calle 13,Pequeña,1,Comercio,0,0,1.5833333333333333,0
94,2,10.0,,2/10/2024 11:12:20 a. m.,3,2,1.0,,,100,0,0,0,0,2,3,2,2,3,2,1,2,1,3,2,3,5.0,5,2,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,5,1,1,1,50,4,10,Primera Línea Metro,Pequeña,1,Servicio,1,0,2.1666666666666665,0
95,2,10.0,,2/10/2024 11:29:41 a. m.,2,1,6.0,3.0,1.0,0,0,50,50,0,3,4,4,4,4,2,1,4,3,1,2,3,5.0,5,3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,5,2,1,1,30,5,10,Primera Línea Metro,Micro,1,Comercio,0,1,2.9166666666666665,0
96,2,10.0,,2/10/2024 11:33:21 a. m.,3,1,2.0,,1.0,0,50,50,0,0,3,4,2,2,2,2,3,3,3,3,4,2,4.0,4,3,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,2,2,3,1,20,3,10,Primera Línea Metro,Micro,1,Servicio,0,0,2.75,0
97,2,10.0,,2/10/2024 10:35:43 a. m.,3,1,5.0,4.0,2.0,25,0,75,0,0,2,2,2,3,2,2,1,1,3,4,2,2,5.0,4,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,3,2,2,40,4,10,Primera Línea Metro,Micro,1,Servicio,0,1,2.1666666666666665,0
98,2,10.0,,2/10/2024 10:44:33 a. m.,3,1,3.0,1.0,,50,0,0,0,50,3,5,5,3,3,3,3,3,1,5,3,3,1.0,3,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,67,3,10,Primera Línea Metro,Micro,1,Servicio,1,0,3.3333333333333335,0
99,2,10.0,,2/10/2024 11:27:30 a. m.,3,1,2.0,1.0,,100,0,0,0,0,2,5,5,5,5,1,2,5,5,5,5,5,5.0,5,2,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,5,1,1,1,63,4,10,Primera Línea Metro,Micro,1,Servicio,1,1,4.166666666666667,0
100,1,,17.0,2/10/2024 11:40:27 a. m.,3,2,2.0,1.0,1.0,0,0,0,0,100,1,1,5,1,1,1,1,5,1,1,1,2,5.0,1,3,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,2,21,3,17,Calle 13,Pequeña,1,Servicio,0,0,1.75,0
101,2,10.0,,2/10/2024 11:29:29 a. m.,3,1,3.0,2.0,,30,0,40,30,0,2,1,1,1,1,1,1,1,1,1,2,3,2.0,5,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,2,1,1,1,48,4,10,Primera Línea Metro,Micro,1,Servicio,1,1,1.3333333333333333,0
102,2,10.0,,2/10/2024 11:39:12 a. m.,2,1,3.0,,,0,0,100,0,0,1,2,2,2,1,3,2,1,1,3,1,1,1.0,5,2,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,39,3,10,Primera Línea Metro,Micro,1,Comercio,1,1,1.6666666666666667,0
103,2,10.0,,2/10/2024 12:06:07 p. m.,2,2,2.0,,,0,0,0,50,50,4,5,5,3,2,5,2,5,1,5,5,5,3.0,5,2,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,5,5,5,1,26,5,10,Primera Línea Metro,Pequeña,1,Comercio,1,0,3.9166666666666665,0
104,2,10.0,,2/10/2024 12:02:19 p. m.,2,2,2.0,,,0,100,0,0,0,2,1,4,2,1,1,1,3,1,3,3,3,5.0,4,3,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,3,5,5,1,36,4,10,Primera Línea Metro,Pequeña,1,Comercio,0,0,2.0833333333333335,0
105,2,10.0,,2/10/2024 12:12:58 p. m.,2,1,1.0,1.0,,100,0,0,0,0,3,3,3,3,3,3,3,1,1,3,1,3,3.0,5,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,5,1,5,2,32,2,10,Primera Línea Metro,Micro,1,Comercio,1,0,2.5,0
106,1,,19.0,2/10/2024 12:03:20 p. m.,2,3,1.0,1.0,,0,0,100,0,0,1,1,3,2,3,3,3,3,4,1,1,4,5.0,5,3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,2,54,4,19,Calle 13,Mediana,1,Comercio,0,0,2.4166666666666665,1
107,1,,17.0,2/10/2024 12:09:41 p. m.,3,2,1.0,1.0,,100,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1.0,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,5,5,2,48,4,17,Calle 13,Pequeña,1,Servicio,0,1,1.0,0
108,2,10.0,,2/10/2024 12:01:33 p. m.,2,1,2.0,,,0,0,0,0,100,2,1,1,5,1,2,1,2,3,4,2,1,1.0,2,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,3,1,4,1,30,4,10,Primera Línea Metro,Micro,1,Comercio,1,1,2.0833333333333335,0
109,2,10.0,,2/10/2024 12:24:26 p. m.,3,92,2.0,1.0,,30,40,30,0,0,5,2,2,3,2,2,2,2,2,5,4,4,5.0,4,2,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,4,1,4,1,35,3,10,Primera Línea Metro,NS/NR,0,Servicio,1,0,2.9166666666666665,0
110,2,10.0,,2/10/2024 12:31:35 p. m.,3,2,1.0,1.0,,0,0,100,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5.0,5,3,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,2,52,2,10,Primera Línea Metro,Pequeña,1,Servicio,0,0,5.0,0
111,2,10.0,,2/10/2024 12:36:30 p. m.,3,2,2.0,1.0,,10,10,10,10,60,1,5,1,3,5,1,1,1,5,5,1,1,5.0,5,3,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,5,5,5,1,65,4,10,Primera Línea Metro,Pequeña,1,Servicio,0,0,2.5,0
112,1,,19.0,2/10/2024 11:59:54 a. m.,2,2,2.0,2.0,1.0,0,0,100,0,0,1,5,1,3,3,1,1,5,3,5,3,1,5.0,5,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,2,1,1,2,28,3,19,Calle 13,Pequeña,1,Comercio,1,0,2.6666666666666665,1
113,1,,17.0,2/10/2024 12:00:13 p. m.,2,92,1.0,1.0,,100,0,0,0,0,3,3,3,1,5,5,3,1,5,5,3,5,3.0,1,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,5,1,2,29,4,17,Calle 13,NS/NR,0,Comercio,0,0,3.5,0
114,1,,17.0,2/10/2024 1:12:28 p. m.,2,1,2.0,1.0,1.0,100,0,0,0,0,1,1,5,1,1,1,5,1,1,5,1,1,1.0,5,2,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,5,5,2,25,4,17,Calle 13,Micro,1,Comercio,1,0,2.0,0
115,1,,17.0,2/10/2024 1:27:47 p. m.,3,1,1.0,1.0,,0,0,100,0,0,3,3,3,3,2,3,3,3,2,3,3,4,4.0,5,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,2,3,1,28,5,17,Calle 13,Micro,1,Servicio,0,1,2.9166666666666665,0
116,1,,17.0,2/10/2024 1:45:18 p. m.,3,2,2.0,1.0,,0,0,100,0,0,5,1,1,1,1,1,1,1,1,1,1,1,5.0,5,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,5,5,5,2,68,3,17,Calle 13,Pequeña,1,Servicio,1,1,1.3333333333333333,0
117,1,,17.0,2/10/2024 2:06:24 p. m.,3,1,1.0,1.0,,0,0,100,0,0,1,1,3,1,1,1,2,1,3,1,1,1,3.0,3,3,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,3,2,2,2,28,5,17,Calle 13,Micro,1,Servicio,0,1,1.4166666666666667,0
118,1,,19.0,2/10/2024 2:32:32 p. m.,2,1,2.0,,,0,0,100,0,0,1,3,3,3,3,1,2,1,3,1,1,3,2.0,1,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,38,5,19,Calle 13,Micro,1,Comercio,0,0,2.0833333333333335,1
119,2,10.0,,2/10/2024 2:43:48 p. m.,3,2,2.0,1.0,,0,0,50,50,0,1,1,2,1,2,4,1,1,1,4,3,3,4.0,4,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,4,2,2,34,5,10,Primera Línea Metro,Pequeña,1,Servicio,1,1,2.0,0
120,2,10.0,,2/10/2024 2:44:51 p. m.,3,1,2.0,,,0,0,0,0,100,1,1,4,1,1,1,1,1,1,5,1,5,5.0,1,3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,5,1,5,1,36,3,10,Primera Línea Metro,Micro,1,Servicio,0,0,1.9166666666666667,0
121,2,10.0,,2/10/2024 12:57:15 p. m.,3,3,3.0,,1.0,0,0,100,0,0,3,4,1,3,2,2,4,1,3,4,3,3,1.0,5,2,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,5,4,5,1,36,4,10,Primera Línea Metro,Mediana,1,Servicio,1,0,2.75,0
122,2,10.0,,2/10/2024 2:45:38 p. m.,3,1,2.0,,,0,50,0,0,50,1,1,1,1,1,1,1,1,1,3,1,1,3.0,3,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,5,1,1,50,3,10,Primera Línea Metro,Micro,1,Servicio,1,1,1.1666666666666667,0
123,2,10.0,,2/10/2024 2:44:30 p. m.,2,1,2.0,2.0,,50,0,50,0,0,5,5,4,4,1,1,5,4,2,5,3,5,5.0,5,2,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,2,5,5,2,41,3,10,Primera Línea Metro,Micro,1,Comercio,1,0,3.6666666666666665,0
124,2,10.0,,2/10/2024 3:01:53 p. m.,3,1,1.0,1.0,,0,0,100,0,0,1,1,3,3,1,3,1,1,3,3,1,3,4.0,5,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,5,5,5,2,33,2,10,Primera Línea Metro,Micro,1,Servicio,1,1,2.0,0
125,2,10.0,,2/10/2024 2:57:42 p. m.,2,1,5.0,2.0,,0,20,30,20,30,3,3,3,1,1,1,1,1,1,3,1,3,5.0,5,3,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,5,5,5,2,26,4,10,Primera Línea Metro,Micro,1,Comercio,0,0,1.8333333333333333,0
126,2,10.0,,2/10/2024 2:45:18 p. m.,3,2,1.0,1.0,,0,100,0,0,0,1,1,3,2,2,1,1,3,3,3,1,2,4.0,5,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,3,2,4,1,56,4,10,Primera Línea Metro,Pequeña,1,Servicio,1,1,1.9166666666666667,0
127,2,10.0,,2/10/2024 3:10:18 p. m.,3,2,15.0,5.0,3.0,0,0,70,0,30,1,1,1,1,2,1,1,2,1,1,1,1,3.0,5,3,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,5,5,5,2,44,4,10,Primera Línea Metro,Pequeña,1,Servicio,0,0,1.1666666666666667,0
128,1,,19.0,2/10/2024 2:44:21 p. m.,2,92,5.0,3.0,1.0,0,0,100,0,0,3,2,5,3,3,3,4,5,3,3,2,3,5.0,5,3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,4,1,1,2,24,5,19,Calle 13,NS/NR,0,Comercio,0,0,3.25,1
129,1,,19.0,2/10/2024 4:40:55 p. m.,2,3,3.0,2.0,1.0,0,0,80,0,20,3,3,3,4,2,3,2,2,3,2,3,4,3.0,5,1,,,,,,,,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,3,3,3,1,20,3,19,Calle 13,Mediana,1,Comercio,0,0,2.8333333333333335,1
130,1,,17.0,2/10/2024 5:17:02 p. m.,2,1,2.0,2.0,,50,0,50,0,0,1,2,4,2,2,2,1,3,1,2,2,3,3.0,5,3,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,4,4,2,2,40,5,17,Calle 13,Micro,1,Comercio,0,1,2.0833333333333335,0
131,1,,17.0,2/10/2024 7:22:30 p. m.,3,2,2.0,1.0,,0,100,0,0,0,1,1,1,1,1,1,1,5,1,1,1,1,5.0,5,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,5,5,1,35,3,17,Calle 13,Pequeña,1,Servicio,1,1,1.3333333333333333,0
132,2,9.0,,2/10/2024 3:52:39 p. m.,2,2,1.0,1.0,,100,0,0,0,0,2,5,3,2,3,3,1,3,1,3,5,3,2.0,5,2,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,5,1,1,2,42,4,9,Primera Línea Metro,Pequeña,1,Comercio,1,0,2.8333333333333335,0
133,2,9.0,,3/10/2024 9:08:25 a. m.,2,2,2.0,1.0,1.0,0,100,0,0,0,2,1,4,5,2,4,1,4,2,1,2,5,5.0,5,3,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,5,2,5,2,28,3,9,Primera Línea Metro,Pequeña,1,Comercio,0,0,2.75,0
134,2,9.0,,3/10/2024 9:07:13 a. m.,3,1,3.0,1.0,,70,30,0,0,0,1,3,4,1,2,1,1,3,1,2,3,3,,5,2,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,5,5,5,2,41,6,9,Primera Línea Metro,Micro,1,Servicio,1,1,2.0833333333333335,0
135,2,9.0,,3/10/2024 9:17:01 a. m.,2,1,1.0,1.0,,0,100,0,0,0,3,3,3,3,5,3,3,3,3,3,5,3,3.0,5,3,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,5,5,5,2,40,3,9,Primera Línea Metro,Micro,1,Comercio,0,0,3.3333333333333335,0
136,2,9.0,,3/10/2024 9:12:29 a. m.,2,1,1.0,1.0,,0,0,100,0,0,1,3,2,2,1,2,1,2,1,3,1,3,4.0,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,2,1,2,36,5,9,Primera Línea Metro,Micro,1,Comercio,1,1,1.8333333333333333,0
137,2,9.0,,3/10/2024 9:25:17 a. m.,2,1,2.0,1.0,1.0,50,50,0,0,0,1,1,1,4,5,4,3,3,1,1,1,3,5.0,5,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,5,1,51,3,9,Primera Línea Metro,Micro,1,Comercio,1,0,2.3333333333333335,0
138,2,9.0,,3/10/2024 9:35:40 a. m.,2,2,1.0,1.0,,0,100,0,0,0,3,1,1,3,4,3,1,2,3,4,4,3,5.0,5,2,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,5,5,4,2,40,3,9,Primera Línea Metro,Pequeña,1,Comercio,1,1,2.6666666666666665,0
139,2,9.0,,3/10/2024 10:08:29 a. m.,2,2,1.0,1.0,,100,0,0,0,0,1,2,1,3,1,4,1,3,1,2,4,1,,5,3,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,5,1,5,2,55,3,9,Primera Línea Metro,Pequeña,1,Comercio,0,0,2.0,0
140,2,9.0,,3/10/2024 10:22:07 a. m.,2,2,1.0,1.0,,50,0,50,0,0,1,1,2,3,2,1,2,1,1,2,1,3,1.0,5,3,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,5,1,5,2,60,3,9,Primera Línea Metro,Pequeña,1,Comercio,0,0,1.6666666666666667,0
141,2,9.0,,3/10/2024 10:34:51 a. m.,2,2,1.0,,,0,0,100,0,0,5,4,3,3,1,3,2,4,1,3,3,4,3.0,5,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,43,4,9,Primera Línea Metro,Pequeña,1,Comercio,0,1,3.0,0
142,2,9.0,,3/10/2024 10:11:47 a. m.,2,2,1.0,1.0,,100,0,0,0,0,3,1,3,3,1,1,1,1,1,3,1,5,3.0,4,2,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,3,5,2,2,40,4,9,Primera Línea Metro,Pequeña,1,Comercio,1,1,2.0,0
143,2,9.0,,3/10/2024 10:33:56 a. m.,2,1,1.0,1.0,,100,0,0,0,0,2,2,3,3,1,1,1,3,1,1,1,2,4.0,4,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,2,3,3,2,44,3,9,Primera Línea Metro,Micro,1,Comercio,1,0,1.75,0
144,2,9.0,,3/10/2024 10:35:17 a. m.,3,2,6.0,3.0,,100,0,0,0,0,3,1,1,3,5,3,3,1,1,3,3,3,5.0,5,3,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,5,5,5,1,35,3,9,Primera Línea Metro,Pequeña,1,Servicio,0,0,2.5,0
145,1,,17.0,3/10/2024 10:52:09 a. m.,2,2,1.0,,,0,100,0,0,0,1,1,1,1,5,1,1,1,5,1,1,5,5.0,5,3,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,5,5,1,34,3,17,Calle 13,Pequeña,1,Comercio,0,1,2.0,0
146,2,9.0,,3/10/2024 11:03:33 a. m.,3,2,1.0,,,100,0,0,0,0,1,3,5,5,1,5,4,5,1,3,3,5,3.0,5,3,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,5,3,1,74,3,9,Primera Línea Metro,Pequeña,1,Servicio,0,0,3.4166666666666665,0
147,2,9.0,,3/10/2024 10:59:08 a. m.,2,1,1.0,1.0,,100,0,0,0,0,4,1,4,4,3,1,3,3,1,3,2,5,4.0,3,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,2,2,28,3,9,Primera Línea Metro,Micro,1,Comercio,0,0,2.8333333333333335,0
148,2,9.0,,3/10/2024 10:17:59 a. m.,2,1,1.0,1.0,1.0,0,0,100,0,0,5,5,5,5,1,1,1,1,3,3,1,2,4.0,5,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,5,5,2,56,3,9,Primera Línea Metro,Micro,1,Comercio,0,0,2.75,0
149,2,9.0,,3/10/2024 11:03:22 a. m.,2,2,1.0,1.0,,100,0,0,0,0,1,3,5,3,5,4,3,5,1,3,3,3,5.0,5,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,1,3,1,1,60,3,9,Primera Línea Metro,Pequeña,1,Comercio,1,1,3.25,0
150,1,,17.0,3/10/2024 11:31:09 a. m.,2,2,2.0,,,0,50,50,0,0,4,5,4,5,4,4,3,5,3,3,3,3,5.0,5,3,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,3,1,1,54,3,17,Calle 13,Pequeña,1,Comercio,0,0,3.8333333333333335,0
