Localidad,UPL,A1,A2,A3,A4,P102,P102_1,P103_1,P106,P111,P203,_Capture_gps_latitude,_Capture_gps_longitude,FEX,anio
16. Puente Aranda,31,2,22,7,3,1,3,1,1,3,2,4.6033748,-74.1054997,184.287974995319,2025
17. La Candelaria,23,2,21,5,2,1,3,3,2,3,2,4.5926683,-74.0733933,15.30327254339008,2025
17. La Candelaria,23,1,77,5,2,1,3,1,3,3,2,4.5950837,-74.0711762,19.37592353611067,2025
17. La Candelaria,23,2,21,5,2,1,4,3,2,3,2,4.5952317,-74.0710818,19.26025558540485,2025
17. La Candelaria,23,1,38,8,2,1,3,2,3,3,2,4.5944564,-74.0713649,23.00746207403327,2025
17. La Candelaria,23,1,21,5,2,1,5,2,3,3,2,4.5953861,-74.0710919,19.32901135418942,2025
17. La Candelaria,23,1,20,7,2,2,3,3,2,3,1,4.5951933,-74.0710873,19.32901135418942,2025
17. La Candelaria,23,1,19,5,2,1,3,3,3,3,2,4.5948229,-74.0713473,19.32901135418942,2025
17. La Candelaria,23,1,18,8,2,2,4,1,2,2,1,4.5948175,-74.0718069,19.32901135418942,2025
17. La Candelaria,23,2,21,5,2,1,3,3,2,3,1,4.5950023,-74.0720806,19.26025558540485,2025
2. Chapinero,24,2,50,8,3,2,3,2,3,1,2,4.644192,-74.0579705,108.2674357147603,2025
2. Chapinero,6,1,46,4,2,1,4,1,1,2,2,4.6672394,-74.0228445,44.19701299892748,2025
2. Chapinero,6,1,43,4,2,1,4,1,3,1,2,4.6688563,-74.0222746,50.8599304989655,2025
2. Chapinero,6,1,34,5,2,1,3,2,2,3,2,4.6652088,-74.0239086,41.73078366067266,2025
2. Chapinero,6,1,68,7,2,2,4,1,3,3,1,4.6653348,-74.0238123,24.41008694166199,2025
2. Chapinero,6,2,42,5,2,1,3,1,3,1,2,4.6652615,-74.0229829,39.10567088061156,2025
2. Chapinero,6,2,34,7,2,1,3,2,2,3,2,4.6649167,-74.0231533,41.58252085504196,2025
2. Chapinero,6,2,45,3,2,2,3,1,3,2,2,4.6637157,-74.0243114,32.52059503732644,2025
19. Ciudad Bolívar,4,2,51,4,1,1,3,3,2,3,2,4.528913478,-74.15000455,934.594239845401,2025
4. San Cristóbal,5,1,22,5,2,1,3,1,3,2,2,4.546494307,-74.09819171,193.2401402094779,2025
19. Ciudad Bolívar,4,2,61,3,1,1,4,4,3,2,2,4.529250096,-74.14980541,710.9019437667577,2025
16. Puente Aranda,31,2,34,8,3,2,2,1,3,1,2,4.605156664,-74.12514985,364.9934749402419,2025
9. Fontibón,30,1,65,8,4,2,2,1,3,3,2,4.6488813,-74.1080826,149.3865186313739,2025
9. Fontibón,30,1,27,5,4,1,4,1,3,2,1,4.6490022,-74.1081978,226.7918499612393,2025
9. Fontibón,30,1,44,7,4,2,3,2,3,2,1,4.6490142,-74.1083347,226.7096697282836,2025
12. Barrios Unidos,33,1,30,9,3,1,4,1,3,1,2,4.674272857,-74.07139114,517.36484346577,2025
6. Tunjuelito,19,1,28,4,2,1,5,1,3,1,2,4.5829852,-74.1344077,336.9066909222936,2025
6. Tunjuelito,19,1,48,4,2,2,3,1,3,3,2,4.5842243,-74.1333746,293.6945385494645,2025
6. Tunjuelito,19,1,67,4,2,2,3,1,3,1,2,4.5840503,-74.1336534,206.7325467243524,2025
6. Tunjuelito,19,2,44,5,2,1,5,1,3,3,2,4.5838356,-74.134592,335.601010323537,2025
6. Tunjuelito,19,1,66,3,2,2,3,1,3,1,2,4.5838932,-74.1333401,206.7325467243524,2025
6. Tunjuelito,19,1,61,4,2,2,1,1,3,1,2,4.5829384,-74.1335464,221.4692742340902,2025
6. Tunjuelito,19,1,72,5,2,2,1,1,1,1,2,4.5823682,-74.134284,206.7325467243524,2025
6. Tunjuelito,19,2,67,3,2,2,3,3,3,3,2,4.5825339,-74.1339277,206.0924288072521,2025
6. Tunjuelito,19,1,47,5,2,1,1,1,3,1,2,4.5829506,-74.1338955,293.6945385494645,2025
6. Tunjuelito,19,2,65,3,2,1,5,5,3,5,2,4.5828595,-74.133093,220.7213756809105,2025
6. Tunjuelito,19,2,26,5,2,1,3,3,2,3,2,4.5831672,-74.1331247,335.7202144624744,2025
6. Tunjuelito,19,1,32,5,2,1,4,4,2,4,2,4.5826414,-74.1333517,356.8837830494908,2025
6. Tunjuelito,19,2,32,5,2,2,3,3,3,5,2,4.5833389,-74.1344619,355.6947419612247,2025
6. Tunjuelito,19,1,18,5,2,1,5,5,2,5,2,4.5836059,-74.1334169,275.8014107666463,2025
4. San Cristóbal,21,1,27,8,2,2,3,1,2,1,2,4.579983405,-74.07869777,4817.035344414356,2025
16. Puente Aranda,31,2,35,7,3,2,2,1,3,1,2,4.6035692,-74.1147158,335.7128954731293,2025
16. Puente Aranda,31,1,21,5,3,2,3,3,2,2,2,4.6054381,-74.1154555,259.5159699713274,2025
16. Puente Aranda,31,1,20,5,3,1,4,3,3,2,2,4.597897,-74.1144575,259.9136119697271,2025
16. Puente Aranda,31,1,54,8,3,1,3,2,2,3,2,4.6041355,-74.1143895,276.3640318871856,2025
16. Puente Aranda,31,1,21,5,3,1,3,1,2,1,2,4.6043205,-74.1151157,259.5159699713274,2025
16. Puente Aranda,31,2,24,8,3,2,3,2,1,1,2,4.6051492,-74.1151702,258.5366375699905,2025
16. Puente Aranda,31,1,33,7,3,2,3,1,3,2,2,4.6056329,-74.1154799,336.866048063276,2025
16. Puente Aranda,31,2,56,3,3,1,4,4,3,4,2,4.607595,-74.1147952,383.2860040075582,2025
19. Ciudad Bolívar,4,1,48,5,1,1,3,2,2,3,2,4.549375,-74.1622033,219.6833501000152,2025
19. Ciudad Bolívar,4,1,21,3,1,2,3,3,1,1,2,4.5495917,-74.1621267,206.3317161362519,2025
19. Ciudad Bolívar,4,2,48,3,1,2,2,1,3,1,2,4.55042,-74.1620383,218.8515977174159,2025
19. Ciudad Bolívar,4,2,23,7,1,1,4,4,2,3,2,4.5509017,-74.1619283,205.5588360166769,2025
19. Ciudad Bolívar,4,2,29,4,1,2,3,1,3,1,2,4.5496017,-74.1626833,267.5635011951455,2025
19. Ciudad Bolívar,4,2,58,3,1,2,1,1,2,1,2,4.55017,-74.1619333,170.0198926085699,2025
19. Ciudad Bolívar,4,2,57,5,1,2,4,5,3,3,2,4.5502883,-74.1615467,170.0198926085699,2025
19. Ciudad Bolívar,4,1,39,5,1,1,4,4,1,1,2,4.5522504,-74.1619881,336.7543112358087,2025
19. Ciudad Bolívar,4,2,46,3,1,2,3,1,3,1,2,4.5518478,-74.1607218,291.6594852527642,2025
19. Ciudad Bolívar,4,2,50,5,1,1,4,1,3,1,2,4.5527175,-74.1619559,291.6594852527642,2025
2. Chapinero,24,2,35,10,4,1,4,2,3,2,2,4.6457909,-74.0599683,132.4929439303408,2025
2. Chapinero,24,2,34,8,4,2,3,2,1,2,1,4.6445346,-74.0606315,132.4929439303408,2025
2. Chapinero,24,1,26,5,3,1,5,2,3,2,2,4.6460055,-74.06112,125.1086727465755,2025
2. Chapinero,24,2,31,8,4,1,4,3,2,2,2,4.6440603,-74.0608315,132.4929439303408,2025
2. Chapinero,24,1,31,9,4,1,5,3,1,3,2,4.6441188,-74.061153,132.9653485654965,2025
2. Chapinero,24,1,47,5,4,2,4,2,2,2,2,4.644217457,-74.06128968,108.6784544466252,2025
16. Puente Aranda,31,2,75,5,3,1,1,1,3,3,2,4.6029464,-74.1069911,139.0253808885431,2025
16. Puente Aranda,31,1,25,7,3,1,4,2,3,1,2,4.6030742,-74.1067384,226.3657400467315,2025
16. Puente Aranda,31,1,35,8,3,2,3,2,3,1,2,4.599545,-74.1076431,230.828355581891,2025
16. Puente Aranda,31,2,70,8,3,2,2,1,3,1,2,4.6006357,-74.1067709,133.6445053504792,2025
16. Puente Aranda,31,2,72,7,3,2,4,3,2,3,2,4.6040682,-74.1134651,195.0379807077706,2025
16. Puente Aranda,31,1,60,10,3,2,3,3,2,2,2,4.6007888,-74.106405,146.4574819863118,2025
9. Fontibón,30,1,37,8,3,2,4,3,3,3,2,4.6734267,-74.1198535,169.9840210365352,2025
9. Fontibón,30,1,65,8,3,1,2,3,3,3,2,4.6736735,-74.1201025,112.0081077972751,2025
9. Fontibón,30,1,78,8,3,1,3,4,3,2,2,4.6733931,-74.1202856,139.2911947158532,2025
9. Fontibón,30,1,76,3,3,1,4,4,3,2,2,4.6733361,-74.1209304,139.2911947158532,2025
9. Fontibón,30,2,30,3,3,2,2,1,3,1,2,4.6733819,-74.120308,179.7946659937075,2025
9. Fontibón,30,2,26,8,3,2,3,3,3,1,2,4.6728149,-74.1207212,169.4329078995563,2025
19. Ciudad Bolívar,4,1,23,8,1,1,3,2,3,1,2,4.5496933,-74.1620817,206.3317161362519,2025
19. Ciudad Bolívar,4,2,35,5,1,1,5,1,3,1,2,4.55055,-74.162,267.5635011951455,2025
19. Ciudad Bolívar,4,1,40,3,1,2,3,3,3,1,2,4.54979,-74.1626928,252.6892584628746,2025
19. Ciudad Bolívar,4,2,43,5,1,2,4,4,3,4,2,4.5499147,-74.1626738,251.7640604972052,2025
19. Ciudad Bolívar,4,1,61,3,1,2,3,2,3,3,2,4.5505617,-74.1620817,166.9992410136365,2025
19. Ciudad Bolívar,4,2,32,7,1,2,1,1,2,1,2,4.5527442,-74.1621161,356.5769400128688,2025
19. Ciudad Bolívar,4,2,30,5,1,2,3,3,3,2,2,4.5527386,-74.1620554,356.5769400128688,2025
19. Ciudad Bolívar,4,1,42,8,1,2,3,1,2,5,1,4.5528926,-74.1612893,336.7543112358087,2025
19. Ciudad Bolívar,4,2,21,7,1,2,1,1,3,1,1,4.551658,-74.1601543,273.9444670593344,2025
19. Ciudad Bolívar,4,1,39,5,2,2,2,2,3,2,2,4.552841,-74.1602016,336.7543112358087,2025
16. Puente Aranda,31,1,34,8,3,1,3,3,3,3,2,4.6000721,-74.1068945,230.828355581891,2025
16. Puente Aranda,31,1,37,5,3,2,4,1,3,1,2,4.6031164,-74.1145697,317.452559926138,2025
16. Puente Aranda,31,1,27,4,3,2,3,1,3,1,1,4.5971185,-74.1138702,318.0539052547178,2025
16. Puente Aranda,31,1,50,5,3,2,1,1,3,1,1,4.5976233,-74.1140367,276.7874892410339,2025
16. Puente Aranda,31,2,43,7,3,2,1,1,3,1,1,4.5977245,-74.1145748,316.7961960956991,2025
16. Puente Aranda,31,1,50,8,3,1,3,3,2,2,2,4.6004285,-74.1067229,189.3709840729265,2025
16. Puente Aranda,31,1,59,7,3,2,2,1,2,2,2,4.6032043,-74.1146338,213.7369693669379,2025
16. Puente Aranda,31,1,27,8,3,1,4,2,2,2,2,4.6039005,-74.115269,317.5673143850598,2025
16. Puente Aranda,31,1,34,3,3,1,2,2,3,3,2,4.6032982,-74.1145989,336.866048063276,2025
16. Puente Aranda,31,1,69,7,3,2,3,2,3,4,2,4.5972879,-74.1136133,195.9215563570585,2025
16. Puente Aranda,31,2,66,5,3,1,4,2,3,3,2,4.5989886,-74.1134146,195.3368266416877,2025
16. Puente Aranda,31,1,26,8,3,2,2,1,3,2,2,4.5987733,-74.1136278,318.0539052547178,2025
16. Puente Aranda,31,1,36,8,3,2,1,1,3,1,2,4.5973643,-74.1144078,317.9389749638718,2025
4. San Cristóbal,5,1,51,4,2,2,2,1,3,1,1,4.5410683,-74.0920217,208.5325137256515,2025
4. San Cristóbal,5,1,23,5,3,1,3,3,3,4,2,4.5410417,-74.0917983,195.8370867210072,2025
4. San Cristóbal,5,2,42,5,2,2,1,1,3,1,2,4.5409829,-74.0927239,238.8767297327889,2025
4. San Cristóbal,5,2,34,5,2,1,5,1,2,1,2,4.5409418,-74.0924151,253.7386133755901,2025
4. San Cristóbal,5,2,24,5,2,1,5,1,2,1,2,4.5408185,-74.0918172,195.1009889434458,2025
4. San Cristóbal,5,2,33,5,2,1,5,1,3,1,2,4.5408484,-74.0922449,253.7386133755901,2025
4. San Cristóbal,5,2,21,5,2,1,1,1,2,4,2,4.5409717,-74.0920717,195.1009889434458,2025
4. San Cristóbal,5,2,42,8,2,2,1,1,2,1,1,4.5423858,-74.0913247,230.1046389854075,2025
4. San Cristóbal,5,1,56,5,2,1,4,3,2,3,2,4.5417864,-74.0906729,155.7079678387109,2025
4. San Cristóbal,5,1,49,5,2,2,1,3,3,2,2,4.5414417,-74.0909517,200.8747308339182,2025
4. San Cristóbal,5,2,21,5,2,1,4,1,2,2,2,4.5415,-74.0912833,187.9364418490921,2025
4. San Cristóbal,5,2,44,4,2,1,3,2,1,1,2,4.5397867,-74.087345,223.4209475298191,2025
4. San Cristóbal,5,1,28,5,2,2,4,1,2,2,1,4.5411503,-74.0922365,239.836209911639,2025
4. San Cristóbal,5,1,52,4,2,2,2,1,3,2,2,4.541529,-74.0921109,208.5325137256515,2025
4. San Cristóbal,5,1,78,3,2,1,5,1,2,5,2,4.5408664,-74.092631,196.340931973743,2025
4. San Cristóbal,5,1,59,4,2,2,4,2,3,2,2,4.5409872,-74.0916819,161.6438952063383,2025
16. Puente Aranda,31,2,50,8,3,2,3,1,3,3,2,4.602453,-74.1080414,196.2501571095198,2025
16. Puente Aranda,31,2,41,5,3,2,3,3,3,1,1,4.6030428,-74.1066335,225.4706016445892,2025
16. Puente Aranda,31,1,54,5,3,2,2,2,3,2,2,4.599997,-74.1075481,189.3709840729265,2025
16. Puente Aranda,31,1,69,7,3,2,1,3,3,3,1,4.6005685,-74.1063337,134.0445625998877,2025
16. Puente Aranda,31,2,47,8,3,1,3,2,2,2,2,4.6034781,-74.107085,196.2501571095198,2025
16. Puente Aranda,31,2,39,7,3,2,2,2,3,1,1,4.599327,-74.1073373,216.7439271540186,2025
16. Puente Aranda,31,2,65,4,3,1,4,2,2,4,2,4.6009407,-74.1072171,142.8130896522504,2025
16. Puente Aranda,31,2,21,4,3,1,3,3,3,1,2,4.6011592,-74.1068857,177.1552439049677,2025
16. Puente Aranda,31,2,47,5,3,1,5,1,3,3,2,4.6009721,-74.1066585,188.6544385221463,2025
16. Puente Aranda,31,1,31,7,3,1,4,2,2,1,1,4.6043112,-74.1141167,336.866048063276,2025
19. Ciudad Bolívar,4,2,18,4,1,1,3,1,1,1,2,4.5528342,-74.1618237,273.9444670593344,2025
19. Ciudad Bolívar,4,2,52,4,1,2,1,1,3,1,2,4.5526052,-74.1616751,291.6594852527642,2025
19. Ciudad Bolívar,4,2,40,4,1,2,4,3,2,5,2,4.5524883,-74.16134,335.5213169819928,2025
19. Ciudad Bolívar,4,2,30,5,1,2,1,1,3,3,2,4.5524533,-74.1605283,356.5769400128688,2025
19. Ciudad Bolívar,4,2,59,3,1,2,4,1,3,5,2,4.5522033,-74.1599167,226.582373069875,2025
19. Ciudad Bolívar,4,2,54,3,1,2,3,2,3,1,2,4.5527533,-74.1602733,291.6594852527642,2025
19. Ciudad Bolívar,4,1,36,5,1,1,3,3,3,1,2,4.5528283,-74.1604117,336.7543112358087,2025
2. Chapinero,24,1,49,8,4,2,3,3,3,3,2,4.64422,-74.0603951,108.6784544466252,2025
2. Chapinero,24,2,51,9,4,2,3,1,3,1,1,4.6445318,-74.0607904,108.2674357147603,2025
2. Chapinero,24,2,22,7,4,2,2,1,2,1,2,4.6446277,-74.060752,101.7109830101769,2025
2. Chapinero,24,1,65,9,4,1,4,3,3,2,2,4.6446339,-74.0606062,82.8221013834275,2025
2. Chapinero,24,2,57,5,4,2,2,1,3,1,2,4.6447385,-74.0609678,84.29486620199084,2025
4. San Cristóbal,5,2,66,3,2,2,3,2,2,2,2,4.5413646,-74.0922768,147.8029989942961,2025
4. San Cristóbal,5,2,26,5,2,2,2,3,3,1,2,4.5410001,-74.0918643,238.9642912511005,2025
4. San Cristóbal,5,2,75,3,2,2,4,4,3,4,2,4.5412771,-74.091907,147.8029989942961,2025
4. San Cristóbal,5,2,80,3,2,1,4,2,3,2,2,4.54147,-74.0916767,266.8064690043731,2025
4. San Cristóbal,5,1,70,3,2,1,3,3,2,3,2,4.5409285,-74.0927077,148.2340577330903,2025
4. San Cristóbal,5,1,78,5,2,2,2,1,2,2,2,4.5408325,-74.0925471,196.340931973743,2025
4. San Cristóbal,5,2,33,7,2,2,3,1,2,1,2,4.5423868,-74.0940676,244.5832974231141,2025
4. San Cristóbal,5,1,38,5,2,2,3,2,3,1,2,4.5410597,-74.0921532,239.7485177710073,2025
4. San Cristóbal,5,2,71,3,2,1,4,2,1,2,2,4.5408616,-74.0919604,147.8029989942961,2025
16. Puente Aranda,31,2,48,5,3,2,2,1,3,1,2,4.6031489,-74.1068903,196.2501571095198,2025
13. Teusaquillo,32,2,48,7,4,2,3,3,3,1,1,4.6347477,-74.0928319,212.4611850990172,2025
13. Teusaquillo,32,2,78,8,4,2,3,2,3,3,2,4.6342167,-74.0937389,200.0498713384713,2025
13. Teusaquillo,32,2,42,10,4,1,5,3,2,3,2,4.6341506,-74.0938362,243.4317826106252,2025
13. Teusaquillo,32,2,80,8,4,2,3,2,3,3,2,4.6347436,-74.0942303,279.7355157142572,2025
13. Teusaquillo,32,2,64,8,4,2,4,2,3,3,1,4.6350925,-74.0945795,160.0282358418348,2025
16. Puente Aranda,31,2,68,5,3,2,1,1,3,1,2,4.6037708,-74.1068334,139.0253808885431,2025
16. Puente Aranda,31,2,31,5,3,1,4,1,2,2,2,4.6038783,-74.1065626,239.3001249960538,2025
4. San Cristóbal,5,2,48,1,2,1,5,5,1,5,2,4.5424732,-74.0912686,200.1140040359204,2025
4. San Cristóbal,5,2,35,8,2,1,3,2,3,1,1,4.542385,-74.0907167,244.4207608366038,2025
4. San Cristóbal,5,2,19,4,2,2,3,3,3,2,2,4.5417617,-74.091065,187.9364418490921,2025
4. San Cristóbal,5,1,42,5,2,2,3,3,2,3,2,4.5414875,-74.0915438,230.9444130062192,2025
4. San Cristóbal,5,1,28,7,2,2,3,2,2,2,2,4.5414864,-74.0912239,231.028884894228,2025
4. San Cristóbal,5,2,58,4,2,1,4,1,1,5,2,4.5421509,-74.0942459,155.297198144347,2025
2. Chapinero,6,1,68,3,2,2,3,2,2,3,2,4.6695597,-74.0234436,28.11600000986895,2025
2. Chapinero,6,2,35,8,2,2,3,1,3,1,2,4.6695233,-74.023455,47.89553431599263,2025
2. Chapinero,6,2,27,7,2,2,1,1,3,1,2,4.6694965,-74.0237539,45.05939440356676,2025
2. Chapinero,6,2,44,5,2,2,3,3,2,2,2,4.6685049,-74.0238345,45.04265165023399,2025
2. Chapinero,6,2,73,3,2,2,2,2,3,1,2,4.6655431,-74.0230792,24.34184094878385,2025
2. Chapinero,6,1,54,4,2,2,1,1,3,1,2,4.6690012,-74.0247604,39.28671588046273,2025
2. Chapinero,6,1,55,3,2,2,2,2,3,2,2,4.6683562,-74.0237811,39.28671588046273,2025
2. Chapinero,6,2,27,7,2,1,3,1,2,1,2,4.6684173,-74.023601,45.05939440356676,2025
2. Chapinero,6,2,23,5,2,2,2,5,3,3,2,4.6684128,-74.0235105,36.76800992238879,2025
2. Chapinero,6,1,40,5,2,2,3,1,3,1,2,4.6684083,-74.0235833,45.209381893329,2025
2. Chapinero,6,1,28,7,2,2,3,3,3,1,1,4.6683885,-74.0236741,45.22615734096991,2025
13. Teusaquillo,32,1,24,7,4,2,4,3,2,3,2,4.634601,-74.0935432,200.2915407388901,2025
13. Teusaquillo,32,1,56,7,4,1,5,4,3,1,2,4.6352986,-74.0931702,164.2854499151304,2025
13. Teusaquillo,32,1,24,8,4,1,4,2,2,2,1,4.634251,-74.093861,200.2915407388901,2025
13. Teusaquillo,32,1,40,10,4,2,2,2,3,2,2,4.6349652,-74.0942973,244.281709224534,2025
13. Teusaquillo,32,1,37,7,4,2,3,2,3,1,2,4.6347675,-74.0928108,244.281709224534,2025
2. Chapinero,24,1,30,8,4,2,3,1,3,1,1,4.6454628,-74.0600917,132.9653485654965,2025
2. Chapinero,24,2,67,5,4,1,4,4,2,4,2,4.646004,-74.0601471,77.5595635298633,2025
2. Chapinero,24,2,64,8,4,2,2,1,3,1,2,4.6452286,-74.0601652,82.56424682416983,2025
2. Chapinero,24,2,55,8,4,2,3,2,2,1,2,4.6452682,-74.0602188,108.2674357147603,2025
19. Ciudad Bolívar,4,1,42,5,1,2,3,1,1,1,1,4.5529702,-74.1618212,336.7543112358087,2025
19. Ciudad Bolívar,4,2,26,12,1,1,4,4,1,3,2,4.5528041,-74.1615551,335.6451458085474,2025
19. Ciudad Bolívar,4,2,29,4,1,1,3,3,3,1,1,4.5523256,-74.1619331,356.5769400128688,2025
19. Ciudad Bolívar,4,2,25,5,1,2,1,1,2,1,2,4.5524504,-74.1600289,335.6451458085474,2025
19. Ciudad Bolívar,4,1,73,4,1,2,5,1,2,1,2,4.5523451,-74.1599323,208.7425130876973,2025
19. Ciudad Bolívar,4,2,39,5,1,2,2,2,3,1,2,4.5527035,-74.1598695,335.5213169819928,2025
19. Ciudad Bolívar,4,1,31,5,1,1,4,2,3,3,2,4.552559,-74.1597994,357.8345030409657,2025
2. Chapinero,24,1,27,7,4,1,4,2,3,1,2,4.6451733,-74.0581429,125.1086727465755,2025
2. Chapinero,24,2,33,10,4,1,4,4,2,3,1,4.6453083,-74.0601135,132.4929439303408,2025
2. Chapinero,24,1,21,7,4,2,2,1,2,1,2,4.6454858,-74.0603792,102.0915616967661,2025
5. Usme,5,1,66,3,1,2,4,4,1,1,2,4.495896073,-74.11358821,387.2774690710304,2025
16. Puente Aranda,31,2,53,7,3,2,3,3,3,2,2,4.6000018,-74.107174,188.6544385221463,2025
16. Puente Aranda,31,2,29,5,3,2,3,1,3,1,1,4.5993177,-74.1078463,230.0381889336078,2025
9. Fontibón,12,2,27,7,3,2,2,1,3,1,2,4.6696712,-74.1500175,331.4917482411951,2025
16. Puente Aranda,31,1,59,4,3,1,1,1,3,1,2,4.607738,-74.1150667,384.5797731216871,2025
16. Puente Aranda,31,2,19,5,3,2,3,1,3,1,1,4.6052607,-74.1146814,258.5366375699905,2025
16. Puente Aranda,31,1,33,5,3,1,3,3,2,1,2,4.6045682,-74.1139458,336.866048063276,2025
4. San Cristóbal,5,1,48,4,2,1,4,2,3,1,2,4.541875,-74.091125,200.8747308339182,2025
4. San Cristóbal,5,1,57,7,2,2,1,1,3,1,2,4.5418304,-74.0913408,155.7079678387109,2025
4. San Cristóbal,5,2,41,5,2,2,1,1,3,1,1,4.5418,-74.0911967,230.1046389854075,2025
4. San Cristóbal,5,2,23,8,2,2,3,1,3,1,1,4.5418367,-74.091445,187.9364418490921,2025
4. San Cristóbal,5,2,41,8,2,2,1,3,2,1,2,4.5418327,-74.0916712,230.1046389854075,2025
4. San Cristóbal,5,1,22,5,2,1,3,1,3,1,1,4.5418351,-74.0909147,188.6455084607843,2025
4. San Cristóbal,5,1,52,7,2,2,3,1,3,1,1,4.5414718,-74.0910478,200.8747308339182,2025
19. Ciudad Bolívar,2,2,55,4,1,1,4,2,2,1,2,4.524983411,-74.14646229,74.53118162005137,2025
16. Puente Aranda,31,1,24,5,3,2,3,2,2,4,2,4.619837581,-74.108679,743.7785956939731,2025
19. Ciudad Bolívar,4,1,57,4,1,2,1,1,3,1,2,4.540655845,-74.13852474,258.5062768143852,2025
19. Ciudad Bolívar,3,2,58,7,2,2,1,1,3,1,1,4.575647682,-74.15000104,844.4354439652053,2025
19. Ciudad Bolívar,5,2,64,3,1,1,4,2,3,5,1,4.49677657173835,-74.1239240269015,76.8057623181129,2025
4. San Cristóbal,5,2,55,4,2,2,3,3,3,4,2,4.5397333,-74.08744,194.3014299617259,2025
4. San Cristóbal,5,1,23,5,2,1,4,3,2,3,2,4.5397249,-74.0878268,183.1660519031335,2025
4. San Cristóbal,5,2,54,8,3,2,4,1,3,1,2,4.5399783,-74.0870817,194.3014299617259,2025
4. San Cristóbal,21,2,28,5,2,2,2,2,2,2,1,4.5372775,-74.0815065,438.4071542567602,2025
4. San Cristóbal,5,2,52,3,2,1,3,4,2,4,2,4.5397593,-74.0874565,194.3014299617259,2025
4. San Cristóbal,5,2,24,5,2,2,1,3,2,1,2,4.5399979,-74.0869549,182.4775810624562,2025
4. San Cristóbal,5,2,43,7,2,2,3,3,3,3,2,4.5399873,-74.0879173,223.4209475298191,2025
4. San Cristóbal,21,1,46,5,2,2,2,1,2,1,2,4.552659,-74.0920678,436.0927208264134,2025
4. San Cristóbal,21,2,20,5,2,2,2,1,2,1,2,4.553192,-74.092259,408.0041024979277,2025
4. San Cristóbal,21,1,52,5,2,2,3,2,3,2,2,4.5563394,-74.0892033,245.5167948503918,2025
19. Ciudad Bolívar,3,2,23,5,2,1,5,1,3,3,2,4.5893133,-74.16514,332.3534873992243,2025
19. Ciudad Bolívar,3,1,85,3,2,1,3,1,3,3,2,4.5888146,-74.1657107,474.2521743739471,2025
19. Ciudad Bolívar,3,2,55,5,2,1,5,1,1,1,2,4.5887263,-74.1659563,353.8456100149071,2025
19. Ciudad Bolívar,3,2,69,5,2,2,1,1,1,1,2,4.5891872,-74.1655102,252.5261153800838,2025
19. Ciudad Bolívar,3,1,74,8,2,2,4,1,1,1,2,4.5890329,-74.1652591,253.2495105226857,2025
19. Ciudad Bolívar,3,2,60,4,2,2,1,1,1,1,1,4.5893591,-74.1652897,274.893093046681,2025
19. Ciudad Bolívar,3,2,66,5,2,1,5,5,3,5,2,4.5901032,-74.1638748,252.5261153800838,2025
19. Ciudad Bolívar,4,1,21,7,1,1,2,4,3,3,2,4.543142544,-74.14308804,1835.48392394829,2025
13. Teusaquillo,32,1,36,8,4,1,4,1,3,3,2,4.625264198,-74.07210922,1152.416775622843,2025
16. Puente Aranda,31,2,37,5,2,2,3,1,3,2,2,4.6058176,-74.1289466,277.4835500818302,2025
16. Puente Aranda,31,2,22,7,3,1,3,1,2,1,2,4.6054278232087,-74.1295166614865,226.800661221901,2025
16. Puente Aranda,31,2,30,5,3,2,3,3,2,1,1,4.60493,-74.1285664,294.5033531404701,2025
16. Puente Aranda,31,1,43,5,3,2,3,3,3,3,2,4.6051703,-74.1284315,278.4845164482422,2025
2. Chapinero,24,2,47,5,2,2,1,1,3,2,1,4.6417127,-74.0548072,496.7435436669887,2025
2. Chapinero,24,1,34,5,2,1,2,2,3,2,2,4.6417764,-74.0547715,610.0604304082214,2025
2. Chapinero,6,2,18,5,1,1,4,1,3,3,2,4.6393372,-74.053614,39.65445580577764,2025
2. Chapinero,24,1,77,3,1,1,4,3,3,4,2,4.6398522,-74.0542508,469.6035043667407,2025
2. Chapinero,24,1,31,5,1,1,5,3,3,3,2,4.6399484,-74.0540955,610.0604304082214,2025
2. Chapinero,24,2,52,5,2,2,3,3,3,3,2,4.6406097,-74.0547926,496.7435436669887,2025
2. Chapinero,24,1,57,8,2,2,3,3,3,2,1,4.6412433,-74.05493,387.9980992848978,2025
2. Chapinero,24,1,32,9,4,1,2,1,3,1,2,4.646581,-74.0558028,604.87566530584,2025
2. Chapinero,24,1,36,10,4,1,3,2,3,1,2,4.6467457,-74.0563188,568.9235787154256,2025
19. Ciudad Bolívar,3,2,58,5,3,2,3,2,3,3,2,4.5913675,-74.1611614,201.975867777043,2025
19. Ciudad Bolívar,3,2,33,9,3,1,3,1,3,2,2,4.5912635,-74.1611269,317.8532200568479,2025
19. Ciudad Bolívar,3,1,34,8,2,2,2,2,2,2,2,4.5892787,-74.1651525,434.1301223348834,2025
19. Ciudad Bolívar,3,2,19,8,2,2,4,4,2,3,2,4.5887989,-74.1657044,332.3534873992243,2025
19. Ciudad Bolívar,3,2,50,4,2,2,4,4,3,3,2,4.5887517,-74.1659367,353.8456100149071,2025
19. Ciudad Bolívar,3,2,69,7,3,2,3,3,3,4,2,4.5889485,-74.1652753,252.5261153800838,2025
19. Ciudad Bolívar,3,2,45,8,2,1,3,3,3,1,2,4.5892135,-74.1652365,338.6166109835496,2025
